FraudCaseID,TransactionID,CustomerID,FraudType,FraudStatus,RiskLevel,InvestigatorID,InvestigationDate,ResolutionDate,InvestigationDurationHours,FraudAmount,RecoveredAmount,FinancialLoss,CasePriority,InvestigationResult
FC000395,T00008351,C002676,Money Laundering,Closed,High,E00006,05-06-2025,10-06-2025,120,1552.33,1185.01,367.32,High,Confirmed Fraud
FC000396,T00008363,C001733,ATM Fraud,Closed,Medium,E00047,13-06-2025,13-06-2025,0,2718.06,0,2718.06,High,Account Secured
FC000397,T00008372,C004295,Card Theft,Closed,Medium,E00083,02-06-2026,02-06-2026,0,308.88,0,308.88,Medium,Customer Reimbursed
FC000398,T00008399,C003553,Identity Theft,Closed,High,E00055,09-12-2025,13-12-2025,96,1533.4,884.11,649.29,Medium,Confirmed Fraud
FC000399,T00008446,C003465,Account Takeover,Escalated,High,E00134,30-05-2025,,216,3330.18,2251.97,1078.21,High,False Positive
FC000400,T00008467,C004076,Online Banking Fraud,Closed,Medium,E00079,04-06-2026,04-06-2026,0,510.81,0,510.81,Critical,Customer Reimbursed
FC000401,T00008475,C003232,Account Takeover,Closed,Critical,E00016,07-02-2025,10-02-2025,72,858.92,512.58,346.34,High,False Positive
FC000402,T00008494,C001443,Card Theft,Closed,High,E00104,15-03-2025,15-03-2025,0,1462.22,0,1462.22,High,Law Enforcement Referred
FC000403,T00008504,C000880,Merchant Fraud,Closed,Medium,E00055,11-05-2025,11-05-2025,0,3712.68,0,3712.68,High,Account Secured
FC000404,T00008520,C002637,UPI Fraud,Closed,Medium,E00095,28-07-2025,04-08-2025,168,83.75,72.09,11.66,Medium,Account Secured
FC000405,T00008534,C001167,Phishing,Closed,High,E00044,02-03-2026,09-03-2026,168,808.81,238.41,570.4,High,False Positive
FC000406,T00008537,C001958,Suspicious Transfer,Closed,Critical,E00053,06-01-2026,14-01-2026,192,336.62,234.1,102.52,Critical,Confirmed Fraud
FC000407,T00008548,C004586,Phishing,Open,High,E00100,14-11-2025,,NULL,2553.08,0,2553.08,Medium,Account Secured
FC000408,T00008559,C001311,Suspicious Transfer,Under Investigation,High,E00103,20-05-2025,,48,326.26,99.87,226.39,High,Customer Reimbursed
FC000409,T00008591,C001851,Online Banking Fraud,Closed,Medium,E00016,03-07-2025,08-07-2025,120,2462.41,688.25,1774.16,High,Customer Reimbursed
FC000410,T00008603,C002607,UPI Fraud,Closed,High,E00009,25-03-2025,25-03-2025,0,1784.58,0,1784.58,High,Account Secured
FC000411,T00008647,C001835,Merchant Fraud,Under Investigation,High,E00150,26-03-2026,,72,457.75,379.55,78.19,High,Law Enforcement Referred
FC000412,T00008686,C000443,Suspicious Transfer,Open,High,E00072,15-02-2025,,NULL,109.09,0,109.09,High,Account Secured
FC000413,T00008687,C000486,Card Theft,Closed,Critical,E00139,29-04-2026,29-04-2026,0,258.96,0,258.96,High,Law Enforcement Referred
FC000414,T00008752,C000350,ATM Fraud,Closed,High,E00056,16-07-2025,16-07-2025,0,691.19,0,691.19,High,Law Enforcement Referred
FC000415,T00008760,C000749,Online Banking Fraud,Closed,High,E00105,05-01-2026,12-01-2026,168,381.6,326.31,55.29,Medium,False Positive
FC000416,T00008776,C003883,Account Takeover,Escalated,Medium,E00138,09-02-2026,,48,561.25,430.99,130.25,Medium,False Positive
FC000417,T00008801,C004358,Phishing,Under Investigation,High,E00106,13-07-2026,,NULL,6758.1,0,6758.1,Critical,Customer Reimbursed
FC000418,T00008845,C001585,ATM Fraud,Closed,Critical,E00077,18-07-2026,19-07-2026,24,360.09,175.91,184.18,Low,Customer Reimbursed
FC000419,T00008869,C003277,Account Takeover,Closed,High,E00099,21-09-2025,25-09-2025,96,547.03,479.82,67.22,High,False Positive
FC000420,T00008891,C004738,ATM Fraud,Under Investigation,High,E00149,13-07-2026,,72,1680.32,714.52,965.8,Medium,Account Secured
FC000421,T00008927,C002766,International Fraud,Under Investigation,Medium,E00101,15-05-2025,,120,1911.52,654.32,1257.2,High,Confirmed Fraud
FC000422,T00008952,C000606,Card Theft,Open,High,E00029,07-04-2025,,48,645.11,270.57,374.54,Critical,False Positive
FC000423,T00008972,C002456,Identity Theft,Closed,Critical,E00137,16-04-2025,16-04-2025,0,1039.28,0,1039.28,Critical,Customer Reimbursed
FC000424,T00008975,C000705,Merchant Fraud,Closed,Critical,E00058,24-11-2025,24-11-2025,0,1385.58,0,1385.58,Critical,Account Secured
FC000425,T00009035,C003897,International Fraud,Closed,High,E00122,13-01-2026,16-01-2026,72,153.14,63.99,89.15,Low,Law Enforcement Referred
FC000426,T00009040,C004857,Phishing,Closed,High,E00124,04-03-2025,11-03-2025,168,330.35,35.23,295.12,Medium,Account Secured
FC000427,T00009075,C000940,Phishing,Closed,High,E00021,20-02-2026,25-02-2026,120,2119.01,248.27,1870.74,Medium,Confirmed Fraud
FC000428,T00009078,C003049,Phishing,Closed,High,E00146,02-04-2025,02-04-2025,0,7489.45,0,7489.45,Medium,Confirmed Fraud
FC000429,T00009082,C003162,UPI Fraud,Closed,High,E00056,16-02-2026,25-02-2026,216,171.07,130.46,40.61,High,False Positive
FC000430,T00009090,C003382,UPI Fraud,Closed,Critical,E00117,12-12-2025,12-12-2025,0,738.69,0,738.69,Medium,Confirmed Fraud
FC000431,T00009097,C003295,Account Takeover,Closed,Critical,E00111,12-07-2025,18-07-2025,144,1019,669.69,349.31,High,Law Enforcement Referred
FC000432,T00009109,C000451,Identity Theft,Closed,Medium,E00015,15-01-2026,21-01-2026,144,254.4,63.15,191.25,Medium,Account Secured
FC000433,T00009133,C000297,Merchant Fraud,Closed,Critical,E00092,20-01-2025,22-01-2025,48,258,87.71,170.29,Low,Confirmed Fraud
FC000434,T00009144,C002538,Card Theft,Closed,Medium,E00056,22-01-2025,27-01-2025,120,477.31,191.4,285.91,Medium,Confirmed Fraud
FC000435,T00009167,C000032,Identity Theft,Closed,High,E00022,28-03-2026,02-04-2026,120,980.44,212.02,768.42,High,Customer Reimbursed
FC000436,T00009194,C004973,Money Laundering,Closed,High,E00131,04-06-2025,09-06-2025,120,1696.14,830.35,865.79,Medium,Confirmed Fraud
FC000437,T00009236,C001981,UPI Fraud,Closed,Critical,E00024,22-09-2025,30-09-2025,192,1660.81,769.72,891.09,High,Law Enforcement Referred
FC000438,T00009248,C000367,UPI Fraud,Closed,Medium,E00021,09-07-2025,17-07-2025,192,3467.3,2164.89,1302.41,High,Account Secured
FC000439,T00009254,C003733,Identity Theft,Closed,High,E00139,07-05-2025,14-05-2025,168,225.88,129.43,96.45,High,Confirmed Fraud
FC000440,T00009261,C000077,Card Theft,Closed,Critical,E00018,19-05-2025,19-05-2025,0,32.74,17.29,15.45,Medium,False Positive
FC000441,T00009267,C004473,Suspicious Transfer,Closed,Medium,E00077,26-09-2025,03-10-2025,168,297.97,248.89,49.08,Low,Confirmed Fraud
FC000442,T00009293,C000008,Merchant Fraud,Closed,High,E00066,04-11-2025,10-11-2025,144,735.2,461.83,273.37,High,Customer Reimbursed
FC000443,T00009303,C001203,Card Theft,Under Investigation,High,E00132,04-06-2026,,120,391.44,318.7,72.74,High,Confirmed Fraud
FC000444,T00009311,C004185,Card Theft,Closed,Critical,E00065,09-06-2025,09-06-2025,0,27.64,0,27.64,High,Customer Reimbursed
FC000445,T00009315,C002397,UPI Fraud,Closed,Medium,E00037,10-03-2026,12-03-2026,48,490.14,269.87,220.27,High,Confirmed Fraud
FC000446,T00009334,C004709,Suspicious Transfer,Closed,High,E00103,22-04-2026,24-04-2026,48,891.49,262.61,628.88,High,Law Enforcement Referred
FC000447,T00009336,C004089,Suspicious Transfer,Closed,High,E00043,23-02-2026,27-02-2026,96,975.99,836.62,139.37,High,Customer Reimbursed
FC000448,T00009356,C003329,ATM Fraud,Under Investigation,High,E00042,28-05-2025,,NULL,317.45,0,317.45,High,Law Enforcement Referred
FC000449,T00009365,C003203,Online Banking Fraud,Under Investigation,Medium,E00134,01-08-2025,,144,1229.12,842.07,387.05,High,Customer Reimbursed
FC000450,T00009379,C003861,Online Banking Fraud,Closed,Critical,E00001,24-05-2026,24-05-2026,0,455.7,191.75,263.95,Medium,False Positive
FC000451,T00009387,C001465,ATM Fraud,Closed,High,E00061,25-07-2026,31-07-2026,144,927.09,759.46,167.63,High,Account Secured
FC000452,T00009408,C000207,ATM Fraud,Closed,Medium,E00116,17-05-2026,17-05-2026,0,815.63,0,815.63,Medium,Account Secured
FC000453,T00009448,C000637,UPI Fraud,Open,High,E00124,26-07-2025,,96,98.85,88.22,10.63,High,Law Enforcement Referred
FC000454,T00009461,C002607,Identity Theft,Open,High,E00111,02-09-2025,,240,1086.19,203.92,882.26,High,Law Enforcement Referred
FC000455,T00009466,C002477,Account Takeover,Closed,Medium,E00066,12-12-2025,21-12-2025,216,3118.01,975.46,2142.55,High,Customer Reimbursed
FC000456,T00009478,C000034,Suspicious Transfer,Under Investigation,High,E00003,06-12-2025,,72,1091.79,743.55,348.24,High,Law Enforcement Referred
FC000457,T00009485,C004283,Money Laundering,Closed,High,E00038,15-03-2026,21-03-2026,144,6939.53,3531.52,3408.02,Medium,Confirmed Fraud
FC000458,T00009487,C004114,UPI Fraud,Closed,High,E00107,23-06-2025,30-06-2025,168,4010.15,3394.28,615.87,High,Customer Reimbursed
FC000459,T00009498,C001002,Merchant Fraud,Under Investigation,High,E00052,01-07-2026,,24,1228.13,231.08,997.04,Critical,Account Secured
FC000460,T00009508,C003658,Account Takeover,Under Investigation,High,E00134,08-07-2026,,96,5080.98,4338.02,742.96,High,Confirmed Fraud
FC000461,T00009519,C003402,Online Banking Fraud,Closed,High,E00032,15-01-2026,15-01-2026,0,421.3,0,421.3,High,Law Enforcement Referred
FC000462,T00009527,C002701,Account Takeover,Open,High,E00133,01-02-2026,,216,284.94,147.62,137.32,High,Account Secured
FC000463,T00009556,C002543,Identity Theft,Closed,High,E00004,28-02-2025,06-03-2025,144,1922.86,1333.88,588.99,Critical,Law Enforcement Referred
FC000464,T00009588,C003217,Suspicious Transfer,Closed,Critical,E00132,21-05-2026,22-05-2026,24,636.4,194.05,442.34,High,False Positive
FC000465,T00009595,C000526,Online Banking Fraud,Closed,High,E00036,06-12-2025,06-12-2025,0,1719.39,0,1719.39,High,Confirmed Fraud
FC000466,T00009601,C002138,UPI Fraud,Closed,High,E00108,18-07-2026,25-07-2026,168,7058.4,5612.31,1446.09,Low,Customer Reimbursed
FC000467,T00009616,C003627,Identity Theft,Open,Medium,E00142,06-11-2025,,96,76.76,52.38,24.38,Medium,Account Secured
FC000468,T00009644,C000569,Phishing,Escalated,Critical,E00064,14-02-2026,,24,106.65,40.37,66.28,High,False Positive
FC000469,T00009648,C000795,Account Takeover,Open,Medium,E00129,23-03-2025,,NULL,1729.76,0,1729.76,Critical,Confirmed Fraud
FC000470,T00009650,C003531,Online Banking Fraud,Closed,Critical,E00135,18-01-2026,23-01-2026,120,1219.63,837.87,381.76,High,Customer Reimbursed
FC000471,T00009651,C000136,Online Banking Fraud,Closed,Critical,E00131,02-04-2026,02-04-2026,0,186.42,0,186.42,Critical,Confirmed Fraud
FC000472,T00009683,C003404,ATM Fraud,Closed,High,E00054,17-09-2025,17-09-2025,0,2482.25,0,2482.25,High,Account Secured
FC000473,T00009692,C003041,Card Theft,Escalated,High,E00038,07-04-2025,,216,2848.36,2022.7,825.66,Critical,Account Secured
FC000474,T00009694,C004267,Card Theft,Under Investigation,High,E00119,15-09-2025,,48,981.47,146.47,835,Low,Customer Reimbursed
FC000475,T00009728,C000890,Online Banking Fraud,Open,High,E00070,23-03-2026,,48,70.63,40.15,30.47,High,Law Enforcement Referred
FC000476,T00009738,C004460,Card Theft,Closed,High,E00107,15-04-2026,21-04-2026,144,797.05,606.51,190.54,Critical,Customer Reimbursed
FC000477,T00009744,C001546,Online Banking Fraud,Closed,High,E00012,30-05-2026,30-05-2026,0,520.84,0,520.84,Low,Confirmed Fraud
FC000478,T00009760,C003416,Account Takeover,Closed,High,E00125,30-09-2025,30-09-2025,0,1107.96,0,1107.96,High,Law Enforcement Referred
FC000479,T00009787,C002989,Card Theft,Closed,Critical,E00012,16-07-2026,23-07-2026,168,179.64,53.52,126.12,High,False Positive
FC000480,T00009813,C000343,Suspicious Transfer,Open,Medium,E00093,11-06-2025,,72,612.9,88.07,524.83,Critical,False Positive
FC000481,T00009849,C004264,UPI Fraud,Open,High,E00028,22-06-2025,,NULL,213.57,0,213.57,High,Confirmed Fraud
FC000482,T00009859,C004232,UPI Fraud,Escalated,Medium,E00001,18-11-2025,,192,185.5,98.56,86.93,Medium,False Positive
FC000483,T00009873,C004175,Phishing,Closed,Critical,E00139,02-02-2025,03-02-2025,24,55.4,10.94,44.45,High,Confirmed Fraud
FC000484,T00009877,C001641,Phishing,Closed,High,E00001,12-07-2026,18-07-2026,144,2660.9,1550.02,1110.88,High,Account Secured
FC000485,T00009898,C001483,UPI Fraud,Closed,Medium,E00075,03-05-2025,03-05-2025,0,1039.49,0,1039.49,Critical,Law Enforcement Referred
FC000486,T00009902,C003911,Merchant Fraud,Closed,Medium,E00108,03-02-2025,10-02-2025,168,286.64,245.77,40.88,Critical,Law Enforcement Referred
FC000487,T00009903,C000063,Phishing,Closed,Critical,E00139,26-04-2026,03-05-2026,168,272.69,145.75,126.95,High,Customer Reimbursed
FC000488,T00009988,C002455,Money Laundering,Under Investigation,High,E00078,17-02-2026,,NULL,405.38,0,405.38,Low,False Positive
FC000489,T00010020,C003190,Account Takeover,Closed,Critical,E00063,09-07-2025,19-07-2025,240,1154.06,867.47,286.59,Low,False Positive
FC000490,T00010023,C002665,Online Banking Fraud,Closed,High,E00129,07-01-2026,16-01-2026,216,395.88,272.2,123.69,High,Account Secured
FC000491,T00010043,C001242,Online Banking Fraud,Closed,High,E00133,30-07-2026,06-08-2026,168,2667.15,889.49,1777.66,High,Account Secured
FC000492,T00010053,C001225,Account Takeover,Closed,High,E00134,15-05-2026,23-05-2026,192,2275.49,1934.67,340.82,Low,Law Enforcement Referred
FC000493,T00010079,C003259,Merchant Fraud,Under Investigation,High,E00094,15-04-2026,,144,608.99,330.55,278.45,High,Account Secured
FC000494,T00010098,C004890,Money Laundering,Escalated,High,E00047,14-07-2026,,NULL,299.68,0,299.68,Medium,False Positive
FC000495,T00010112,C000695,Online Banking Fraud,Escalated,Medium,E00127,15-03-2025,,48,635.39,217.19,418.2,High,Law Enforcement Referred
FC000496,T00010137,C003258,Phishing,Closed,High,E00063,24-10-2025,24-10-2025,0,5854.76,0,5854.76,High,Confirmed Fraud
FC000497,T00010159,C001805,Account Takeover,Closed,High,E00079,02-01-2026,04-01-2026,48,1351.63,1056.03,295.6,Critical,Law Enforcement Referred
FC000498,T00010169,C001924,Identity Theft,Open,Critical,E00050,23-02-2025,,240,115.97,13.3,102.67,Medium,Confirmed Fraud
FC000499,T00010196,C004194,Card Theft,Closed,High,E00093,05-04-2025,07-04-2025,48,524.31,143.32,380.99,High,Law Enforcement Referred
FC000500,T00010216,C002944,Account Takeover,Closed,Medium,E00094,17-01-2025,18-01-2025,24,1212.02,318.95,893.07,High,Customer Reimbursed
FC000501,T00010237,C002165,Online Banking Fraud,Open,High,E00061,20-03-2025,,NULL,195.71,0,195.71,High,Account Secured
FC000502,T00010245,C000290,Card Theft,Under Investigation,High,E00026,16-06-2026,,120,6487.95,2833.81,3654.14,Medium,Customer Reimbursed
FC000503,T00010255,C004698,ATM Fraud,Closed,High,E00149,02-04-2025,05-04-2025,72,413.26,147.65,265.61,High,False Positive
FC000504,T00010272,C003599,Identity Theft,Open,Medium,E00016,25-03-2026,,48,2523.99,422.42,2101.57,High,Customer Reimbursed
FC000505,T00010278,C002680,Suspicious Transfer,Open,Critical,E00012,27-07-2026,,192,2203.42,1708.45,494.97,High,Confirmed Fraud
FC000506,T00010280,C002317,Merchant Fraud,Closed,Medium,E00053,18-11-2025,18-11-2025,0,1412.93,0,1412.93,Critical,Confirmed Fraud
FC000507,T00010305,C001175,Account Takeover,Closed,Critical,E00046,29-06-2026,09-07-2026,240,300.84,126.57,174.27,Low,Law Enforcement Referred
FC000508,T00010436,C003972,Suspicious Transfer,Open,High,E00072,07-05-2025,,168,2110.4,473.71,1636.69,High,Confirmed Fraud
FC000509,T00010445,C003617,Card Theft,Under Investigation,High,E00026,29-03-2026,,96,186.74,88.19,98.55,Medium,False Positive
FC000510,T00010456,C003500,Online Banking Fraud,Closed,High,E00129,22-01-2026,26-01-2026,96,852,188.51,663.49,Critical,Confirmed Fraud
FC000511,T00010490,C002355,Online Banking Fraud,Closed,High,E00140,18-07-2026,23-07-2026,120,401.39,265.87,135.52,High,Account Secured
FC000512,T00010497,C003273,Account Takeover,Closed,High,E00032,19-06-2026,27-06-2026,192,401.97,109.33,292.64,High,Confirmed Fraud
FC000513,T00010503,C001232,Merchant Fraud,Closed,Medium,E00087,28-03-2026,04-04-2026,168,621.99,110,511.99,High,Customer Reimbursed
FC000514,T00010533,C004568,International Fraud,Closed,Critical,E00138,08-04-2026,08-04-2026,0,171.06,0,171.06,Medium,Law Enforcement Referred
FC000515,T00010540,C004878,ATM Fraud,Under Investigation,High,E00043,27-06-2026,,168,1072.84,331,741.84,High,False Positive
FC000516,T00010545,C001982,Money Laundering,Under Investigation,Medium,E00023,27-01-2025,,48,24495.59,6439.81,18055.78,High,Confirmed Fraud
FC000517,T00010576,C000265,Money Laundering,Closed,Medium,E00096,24-07-2026,02-08-2026,216,8921.72,1950.78,6970.94,Medium,Law Enforcement Referred
FC000518,T00010580,C000749,Card Theft,Closed,Medium,E00013,08-01-2025,14-01-2025,144,115.75,30.91,84.84,Medium,Law Enforcement Referred
FC000519,T00010606,C001955,Account Takeover,Open,High,E00075,18-10-2025,,24,399.59,358.43,41.16,High,False Positive
FC000520,T00010624,C002871,Identity Theft,Closed,Medium,E00118,04-01-2026,11-01-2026,168,150.11,69.38,80.73,High,Account Secured
FC000521,T00010636,C002555,Card Theft,Closed,Critical,E00054,24-11-2025,29-11-2025,120,7401,5892.84,1508.16,Critical,Customer Reimbursed
FC000522,T00010644,C003979,Suspicious Transfer,Escalated,Medium,E00121,28-02-2025,,NULL,779.36,0,779.36,High,Customer Reimbursed
FC000523,T00010663,C001086,Money Laundering,Closed,Critical,E00138,22-01-2025,26-01-2025,96,760.56,682.57,77.99,Medium,Account Secured
FC000524,T00010682,C004320,Card Theft,Closed,Critical,E00032,20-05-2025,25-05-2025,120,759.77,257.12,502.65,Critical,Confirmed Fraud
FC000525,T00010770,C000219,Money Laundering,Closed,High,E00073,01-04-2026,03-04-2026,48,389.35,107.88,281.47,Critical,Law Enforcement Referred
FC000526,T00010772,C001713,Online Banking Fraud,Under Investigation,High,E00057,06-04-2026,,NULL,397.42,0,397.42,High,Confirmed Fraud
FC000527,T00010790,C003910,Card Theft,Closed,Critical,E00048,21-11-2025,29-11-2025,192,240.57,156,84.57,Medium,Customer Reimbursed
FC000528,T00010791,C000839,UPI Fraud,Escalated,Medium,E00074,19-06-2026,,96,189.5,149.34,40.16,High,Account Secured
FC000529,T00010799,C004850,Money Laundering,Open,Critical,E00086,17-12-2025,,NULL,740.46,0,740.46,Medium,Customer Reimbursed
FC000530,T00010849,C004672,Suspicious Transfer,Open,Critical,E00084,23-03-2025,,216,29.55,15.82,13.73,Critical,Customer Reimbursed
FC000531,T00010869,C002228,Money Laundering,Closed,High,E00127,16-01-2026,24-01-2026,192,646.31,558.92,87.39,High,Customer Reimbursed
FC000532,T00010903,C000414,Phishing,Closed,High,E00132,19-03-2026,25-03-2026,144,837.23,275.41,561.82,High,Customer Reimbursed
FC000533,T00010974,C004197,UPI Fraud,Closed,High,E00017,30-01-2025,01-02-2025,48,352.63,250.03,102.61,Medium,Law Enforcement Referred
FC000534,T00011028,C004516,Online Banking Fraud,Closed,High,E00019,28-02-2025,05-03-2025,120,2916.41,1504.37,1412.05,High,False Positive
FC000535,T00011035,C004283,Money Laundering,Open,Medium,E00031,26-03-2025,,72,349.36,107.17,242.19,Critical,Law Enforcement Referred
FC000536,T00011042,C002362,Online Banking Fraud,Closed,High,E00046,28-03-2026,29-03-2026,24,481.42,245.84,235.58,High,Law Enforcement Referred
FC000537,T00011050,C003151,Identity Theft,Open,High,E00113,12-04-2026,,NULL,31.31,0,31.31,High,False Positive
FC000538,T00011051,C003783,Phishing,Under Investigation,High,E00038,24-07-2026,,120,1496.68,411.1,1085.58,Medium,Customer Reimbursed
FC000539,T00011068,C000877,ATM Fraud,Closed,Critical,E00052,07-06-2025,07-06-2025,0,212.02,0,212.02,Medium,Account Secured
FC000540,T00011079,C004479,Identity Theft,Open,High,E00068,11-02-2026,,NULL,475.2,0,475.2,Low,Confirmed Fraud
FC000541,T00011082,C002260,Suspicious Transfer,Closed,High,E00026,22-03-2025,26-03-2025,96,653.24,559.66,93.58,Critical,False Positive
FC000542,T00011159,C004905,Account Takeover,Under Investigation,High,E00112,10-01-2025,,NULL,740.38,0,740.38,High,Law Enforcement Referred
FC000543,T00011184,C003400,Merchant Fraud,Closed,Critical,E00007,21-09-2025,26-09-2025,120,1031.78,643.68,388.1,Critical,Customer Reimbursed
FC000544,T00011202,C002434,Phishing,Closed,Medium,E00068,22-10-2025,25-10-2025,72,423.62,206.01,217.6,Medium,False Positive
FC000545,T00011227,C001266,Money Laundering,Open,High,E00054,28-01-2026,,168,423.51,113.64,309.87,Low,Law Enforcement Referred
FC000546,T00011253,C004013,Phishing,Open,Medium,E00088,06-04-2025,,120,171.2,41.33,129.88,High,Account Secured
FC000547,T00011254,C004339,Account Takeover,Escalated,High,E00006,08-04-2025,,24,379.06,133.66,245.4,High,Customer Reimbursed
FC000548,T00011261,C000229,ATM Fraud,Closed,High,E00015,11-02-2026,20-02-2026,216,1814.86,1322.27,492.59,High,False Positive
FC000549,T00011275,C002605,Identity Theft,Closed,High,E00140,19-04-2026,19-04-2026,0,1195.81,0,1195.81,High,Confirmed Fraud
FC000550,T00011301,C003839,Account Takeover,Closed,High,E00044,17-05-2026,19-05-2026,48,1207.51,887.27,320.24,High,Customer Reimbursed
FC000551,T00011313,C001675,International Fraud,Escalated,High,E00070,10-04-2025,,72,14950.49,1982.04,12968.45,Critical,Confirmed Fraud
FC000552,T00011358,C004839,Phishing,Open,High,E00102,15-08-2025,,48,600.53,137.87,462.66,Low,Customer Reimbursed
FC000553,T00011369,C000875,Account Takeover,Under Investigation,Critical,E00133,09-03-2025,,192,2033.28,518.37,1514.91,Medium,Law Enforcement Referred
FC000554,T00011378,C000539,Money Laundering,Escalated,High,E00052,13-03-2025,,NULL,609.47,0,609.47,Medium,False Positive
FC000555,T00011380,C002511,Identity Theft,Closed,High,E00056,20-05-2025,29-05-2025,216,6434.37,1068.8,5365.57,Medium,Account Secured
FC000556,T00011383,C003205,Suspicious Transfer,Open,High,E00049,17-10-2025,,192,1807.09,950.82,856.27,High,Account Secured
FC000557,T00011400,C002136,Suspicious Transfer,Escalated,High,E00149,08-01-2026,,24,4830.39,3229.08,1601.31,Medium,Law Enforcement Referred
FC000558,T00011423,C004720,Merchant Fraud,Closed,Critical,E00129,18-06-2026,18-06-2026,0,187.59,0,187.59,High,False Positive
FC000559,T00011455,C004915,Money Laundering,Closed,Medium,E00071,10-02-2026,14-02-2026,96,2701.17,1430.36,1270.82,Medium,Account Secured
FC000560,T00011457,C004110,Money Laundering,Closed,High,E00129,08-06-2026,15-06-2026,168,130.85,95.97,34.89,High,Confirmed Fraud
FC000561,T00011458,C001557,Card Theft,Closed,High,E00037,02-07-2026,07-07-2026,120,660.59,148.93,511.66,Low,False Positive
FC000562,T00011466,C004808,International Fraud,Open,Critical,E00132,22-03-2025,,48,397.9,187.91,209.98,High,Account Secured
FC000563,T00011490,C001085,Money Laundering,Open,High,E00031,01-02-2025,,0,128.79,27.78,101.01,High,Law Enforcement Referred
FC000564,T00011554,C002411,International Fraud,Open,High,E00142,22-08-2025,,72,612.21,365.08,247.14,High,Account Secured
FC000565,T00011612,C003196,Card Theft,Closed,High,E00025,14-09-2025,20-09-2025,144,1148.63,553.52,595.11,Medium,Customer Reimbursed
FC000566,T00011619,C001673,ATM Fraud,Closed,Medium,E00066,02-12-2025,10-12-2025,192,489.04,185.97,303.07,High,Customer Reimbursed
FC000567,T00011630,C000317,ATM Fraud,Under Investigation,High,E00064,05-11-2025,,NULL,1091.1,0,1091.1,Medium,Customer Reimbursed
FC000568,T00011646,C003843,ATM Fraud,Closed,Medium,E00047,29-06-2025,29-06-2025,0,357.71,0,357.71,High,Account Secured
FC000569,T00011655,C002070,Suspicious Transfer,Closed,High,E00055,17-05-2025,17-05-2025,0,965.13,0,965.13,Low,Account Secured
FC000570,T00011663,C001409,ATM Fraud,Under Investigation,Critical,E00081,22-07-2025,,NULL,2978.95,0,2978.95,High,False Positive
FC000571,T00011670,C004201,Online Banking Fraud,Closed,High,E00074,12-04-2025,12-04-2025,0,1273.54,0,1273.54,Medium,False Positive
FC000572,T00011687,C000596,Suspicious Transfer,Escalated,Critical,E00033,05-09-2025,,192,2615.96,510.1,2105.86,Critical,Confirmed Fraud
FC000573,T00011706,C001918,Account Takeover,Closed,High,E00143,11-11-2025,11-11-2025,0,432.76,247.25,185.51,High,Account Secured
FC000574,T00011722,C004932,Merchant Fraud,Closed,High,E00040,01-08-2026,03-08-2026,48,2532.57,1201.6,1330.98,High,Law Enforcement Referred
FC000575,T00011745,C000696,Card Theft,Under Investigation,High,E00145,18-05-2026,,24,2581.74,1930.42,651.32,Medium,Confirmed Fraud
FC000576,T00011748,C003414,Phishing,Closed,Critical,E00013,04-12-2025,05-12-2025,24,180.75,111.88,68.88,Low,Confirmed Fraud
FC000577,T00011750,C002261,Suspicious Transfer,Closed,Critical,E00052,23-05-2025,28-05-2025,120,914.49,818.28,96.21,Medium,Confirmed Fraud
FC000578,T00011754,C000033,ATM Fraud,Closed,High,E00007,12-02-2026,14-02-2026,48,184.03,75.91,108.12,High,False Positive
FC000579,T00011813,C002891,Online Banking Fraud,Escalated,High,E00031,21-08-2025,,48,845.82,502.24,343.58,Medium,Law Enforcement Referred
FC000580,T00011852,C004947,Account Takeover,Under Investigation,High,E00096,23-02-2026,,NULL,123.73,0,123.73,High,Confirmed Fraud
FC000581,T00011907,C000614,Card Theft,Closed,Medium,E00009,15-03-2026,15-03-2026,0,5053.14,0,5053.14,Medium,Confirmed Fraud
FC000582,T00011913,C000678,Identity Theft,Under Investigation,Medium,E00111,25-02-2025,,NULL,154.23,0,154.23,Low,Account Secured
FC000583,T00011916,C002277,UPI Fraud,Closed,High,E00045,06-12-2025,14-12-2025,192,1300.04,895.74,404.3,Low,Account Secured
FC000584,T00011917,C004548,Merchant Fraud,Closed,Medium,E00105,03-02-2026,09-02-2026,144,85.32,46.26,39.06,High,Confirmed Fraud
FC000585,T00011938,C001465,ATM Fraud,Closed,Critical,E00122,18-09-2025,21-09-2025,72,461.08,108.28,352.8,Medium,False Positive
FC000586,T00011949,C000094,Account Takeover,Under Investigation,High,E00011,28-02-2026,,240,622.14,461.7,160.44,Medium,Confirmed Fraud
FC000587,T00012006,C002084,Online Banking Fraud,Closed,Critical,E00126,09-02-2025,11-02-2025,48,727.22,190.08,537.14,Low,Confirmed Fraud
FC000588,T00012011,C002324,ATM Fraud,Under Investigation,Critical,E00086,06-03-2026,,168,914.75,124.94,789.81,High,Customer Reimbursed
FC000589,T00012024,C001761,UPI Fraud,Open,High,E00054,30-11-2025,,240,1881.02,1312.78,568.24,Medium,Law Enforcement Referred
FC000590,T00012034,C002794,Phishing,Closed,High,E00022,09-03-2026,17-03-2026,192,1254.79,180.89,1073.9,Medium,Law Enforcement Referred
FC000591,T00012064,C004248,Suspicious Transfer,Closed,High,E00112,18-02-2026,20-02-2026,48,319.33,42.04,277.29,Medium,Account Secured
