MerchantID,MerchantName,MerchantCategory,City,State,Country,MerchantRiskScore,MerchantStatus,AverageTransactionAmount
M00695,Urban Foods 695,Jewelry,Ahmedabad,Gujarat,India,8,Active,215.7
M00696,Metro Foods 696,Gaming,Delhi,Delhi,India,23,Active,271.24
M00697,Blue Pay 697,Travel,Ahmedabad,Gujarat,India,12,Active,62.59
M00698,Quick Pay 698,Money Transfer,Kolkata,West Bengal,India,27,Active,58.76
M00699,Metro Tech 699,Jewelry,New York,New York,USA,91,Active,19.25
M00700,Blue Services 700,Money Transfer,Berlin,Berlin,Germany,12,Active,56.29
M00701,Blue Tech 701,Grocery,Delhi,Delhi,India,91,Active,416.93
M00702,Blue Travel 702,Healthcare,Frankfurt,Hesse,Germany,39,Active,95.9
M00703,Global Services 703,Money Transfer,Seattle,Washington,USA,77,Active,181.41
M00704,Quick Market 704,Restaurant,Bengaluru,Karnataka,India,35,Active,117.57
M00705,Urban Services 705,Jewelry,Frankfurt,Hesse,Germany,50,Active,104.96
M00706,Nova Mart 706,Money Transfer,Leeds,England,UK,17,Active,119.54
M00707,Quick Market 707,Travel,Liverpool,England,UK,25,Active,274.38
M00708,Nova Pay 708,Grocery,Los Angeles,California,USA,55,Active,84.98
M00709,Prime Pay 709,Travel,Hamburg,Hamburg,Germany,8,Suspended,61.38
M00710,Nova Pay 710,Crypto Exchange,New York,New York,USA,24,Active,141.53
M00711,Global Tech 711,Marketplace,Mumbai,Maharashtra,India,9,Active,264.14
M00712,Blue Mart 712,Crypto Exchange,Manchester,England,UK,99,Active,86.49
M00713,Urban Foods 713,Grocery,Houston,Texas,USA,72,Active,42.58
M00714,Blue Market 714,Marketplace,Manchester,England,UK,23,Active,62.66
M00715,Blue Market 715,Marketplace,New York,New York,USA,56,Active,57.1
M00716,Prime Mart 716,Marketplace,Dallas,Texas,USA,25,Active,280.48
M00717,Nova Tech 717,Jewelry,Munich,Bavaria,Germany,57,Active,179.74
M00718,Blue Tech 718,Fuel,Mumbai,Maharashtra,India,53,Active,235.5
M00719,Nova Foods 719,Healthcare,Miami,Florida,USA,37,Active,658.26
M00720,Global Tech 720,Money Transfer,Dallas,Texas,USA,65,Active,127.3
M00721,Global Market 721,Jewelry,Bengaluru,Karnataka,India,68,Active,165.86
M00722,Quick Travel 722,Marketplace,Seattle,Washington,USA,12,Active,140.85
M00723,Metro Foods 723,Fuel,Miami,Florida,USA,80,Active,62.43
M00724,Nova Store 724,Fuel,Kolkata,West Bengal,India,69,Suspended,69.18
M00725,Prime Services 725,Jewelry,Pune,Maharashtra,India,35,Active,87.67
M00726,Quick Services 726,Marketplace,Miami,Florida,USA,55,Active,98.5
M00727,Quick Pay 727,Electronics,Chennai,Tamil Nadu,India,73,Active,656.49
M00728,Global Market 728,Travel,London,England,UK,27,Active,162.45
M00729,Global Mart 729,Jewelry,Delhi,Delhi,India,6,Active,144.09
M00730,Apex Services 730,Healthcare,Pune,Maharashtra,India,29,Active,150.02
M00731,Blue Market 731,Gaming,New York,New York,USA,77,Active,140.02
M00732,Nova Store 732,Fuel,Ahmedabad,Gujarat,India,55,Active,22.93
M00733,Global Services 733,Money Transfer,Ahmedabad,Gujarat,India,59,Active,105.16
M00734,Quick Mart 734,Marketplace,Munich,Bavaria,Germany,53,Active,29.92
M00735,Urban Services 735,Gaming,Chennai,Tamil Nadu,India,28,Active,43.6
M00736,Quick Tech 736,Money Transfer,Houston,Texas,USA,57,Active,71.51
M00737,Nova Foods 737,Marketplace,Chennai,Tamil Nadu,India,30,Active,353.87
M00738,Prime Tech 738,Crypto Exchange,Pune,Maharashtra,India,92,Active,215.9
M00739,Prime Services 739,Restaurant,Manchester,England,UK,12,Active,146.46
M00740,Global Travel 740,Gaming,Delhi,Delhi,India,17,Active,23.96
M00741,Blue Pay 741,Fashion,Manchester,England,UK,7,Active,261.87
M00742,Prime Store 742,Marketplace,Birmingham,England,UK,68,Suspended,68.05
M00743,Apex Mart 743,Healthcare,Los Angeles,California,USA,61,Active,202.47
M00744,Nova Mart 744,Electronics,Miami,Florida,USA,16,Active,128.19
M00745,Quick Travel 745,Fuel,Kolkata,West Bengal,India,24,Active,287.1
M00746,Quick Pay 746,Restaurant,Hyderabad,Telangana,India,45,Active,34.29
M00747,Apex Pay 747,Gaming,Hyderabad,Telangana,India,37,Active,114.77
M00748,Nova Services 748,Marketplace,Houston,Texas,USA,32,Active,298.34
M00749,Global Pay 749,Healthcare,Cologne,North Rhine-Westphalia,Germany,46,Active,145.22
M00750,Quick Market 750,Healthcare,Miami,Florida,USA,80,Active,114.72
M00751,Urban Foods 751,Money Transfer,Hyderabad,Telangana,India,1,Active,40.32
M00752,Metro Pay 752,Grocery,Kolkata,West Bengal,India,27,Active,128.44
M00753,Apex Travel 753,Marketplace,Mumbai,Maharashtra,India,82,Active,517.24
M00754,Metro Services 754,Travel,Kolkata,West Bengal,India,45,Active,214.87
M00755,Global Store 755,Travel,San Francisco,California,USA,12,Active,282.62
M00756,Blue Foods 756,Gaming,Hamburg,Hamburg,Germany,60,Active,83.19
M00757,Prime Pay 757,Healthcare,Houston,Texas,USA,77,Active,104.85
M00758,Nova Foods 758,Grocery,London,England,UK,35,Active,30.73
M00759,Apex Store 759,Marketplace,Birmingham,England,UK,75,Active,554.29
M00760,Metro Services 760,Healthcare,Chicago,Illinois,USA,51,Active,38.58
M00761,Prime Store 761,Grocery,Hyderabad,Telangana,India,61,Active,156.69
M00762,Global Travel 762,Electronics,Dallas,Texas,USA,99,Active,22.12
M00763,Nova Pay 763,Jewelry,Houston,Texas,USA,33,Active,183.0
M00764,Urban Market 764,Marketplace,Hyderabad,Telangana,India,56,Active,34.78
M00765,Nova Tech 765,Healthcare,Pune,Maharashtra,India,28,Active,121.38
M00766,Nova Pay 766,Money Transfer,Los Angeles,California,USA,37,Active,243.98
M00767,Prime Services 767,Gaming,Liverpool,England,UK,8,Active,69.85
M00768,Metro Market 768,Fashion,Seattle,Washington,USA,78,Active,344.4
M00769,Quick Market 769,Grocery,Chennai,Tamil Nadu,India,28,Active,104.02
M00770,Nova Market 770,Travel,Pune,Maharashtra,India,58,Active,104.1
M00771,Blue Services 771,Restaurant,Seattle,Washington,USA,54,Active,224.81
M00772,Nova Services 772,Travel,Seattle,Washington,USA,35,Active,178.75
M00773,Prime Foods 773,Fashion,Manchester,England,UK,17,Active,25.66
M00774,Global Tech 774,Gaming,Seattle,Washington,USA,65,Active,134.7
M00775,Nova Services 775,Gaming,San Francisco,California,USA,29,Active,215.11
M00776,Apex Foods 776,Gaming,Houston,Texas,USA,79,Active,90.69
M00777,Quick Mart 777,Crypto Exchange,Manchester,England,UK,47,Active,396.21
M00778,Apex Store 778,Restaurant,Hyderabad,Telangana,India,54,Active,513.78
M00779,Urban Foods 779,Fuel,Chicago,Illinois,USA,10,Active,7.77
M00780,Metro Tech 780,Electronics,Miami,Florida,USA,12,Active,95.5
M00781,Apex Travel 781,Electronics,Miami,Florida,USA,95,Active,131.97
M00782,Blue Foods 782,Fuel,Seattle,Washington,USA,80,Active,325.39
M00783,Global Mart 783,Money Transfer,San Francisco,California,USA,51,Active,117.03
M00784,Nova Pay 784,Travel,New York,New York,USA,52,Active,221.01
M00785,Metro Travel 785,Fuel,Leeds,England,UK,59,Active,143.0
M00786,Prime Tech 786,Grocery,Dallas,Texas,USA,35,Active,226.68
M00787,Nova Mart 787,Restaurant,Miami,Florida,USA,52,Active,461.98
M00788,Apex Foods 788,Grocery,Manchester,England,UK,78,Active,104.02
M00789,Blue Travel 789,Marketplace,Chicago,Illinois,USA,13,Active,123.52
M00790,Prime Store 790,Healthcare,Kolkata,West Bengal,India,35,Active,148.38
M00791,Blue Travel 791,Money Transfer,San Francisco,California,USA,49,Active,473.12
M00792,Blue Tech 792,Travel,Mumbai,Maharashtra,India,34,Active,109.01
M00793,Nova Travel 793,Gaming,Dallas,Texas,USA,8,Active,75.34
M00794,Metro Travel 794,Fashion,Miami,Florida,USA,39,Active,260.43
M00795,Prime Pay 795,Travel,Frankfurt,Hesse,Germany,84,Active,259.5
M00796,Urban Store 796,Marketplace,Frankfurt,Hesse,Germany,43,Active,406.57
M00797,Global Mart 797,Crypto Exchange,Kolkata,West Bengal,India,43,Active,31.49
M00798,Urban Mart 798,Fuel,San Francisco,California,USA,81,Active,404.03
M00799,Nova Foods 799,Electronics,Liverpool,England,UK,79,Active,55.47
M00800,Blue Store 800,Fuel,Cologne,North Rhine-Westphalia,Germany,1,Active,326.21
M00801,Blue Tech 801,Grocery,Chicago,Illinois,USA,64,Active,511.14
M00802,Blue Tech 802,Healthcare,Miami,Florida,USA,12,Active,137.08
M00803,Global Pay 803,Electronics,Mumbai,Maharashtra,India,87,Active,174.62
M00804,Urban Services 804,Fuel,Chicago,Illinois,USA,91,Active,65.87
M00805,Global Market 805,Fashion,Hamburg,Hamburg,Germany,76,Active,198.62
M00806,Prime Foods 806,Healthcare,Manchester,England,UK,91,Active,31.27
M00807,Prime Services 807,Fuel,San Francisco,California,USA,15,Active,159.64
M00808,Nova Travel 808,Restaurant,Houston,Texas,USA,21,Active,503.58
M00809,Urban Store 809,Crypto Exchange,Hamburg,Hamburg,Germany,27,Active,30.69
M00810,Apex Foods 810,Crypto Exchange,Hyderabad,Telangana,India,9,Active,204.39
M00811,Quick Market 811,Fashion,Los Angeles,California,USA,84,Active,54.04
M00812,Prime Tech 812,Jewelry,Mumbai,Maharashtra,India,55,Active,58.38
M00813,Nova Store 813,Crypto Exchange,Los Angeles,California,USA,51,Active,594.58
M00814,Prime Pay 814,Healthcare,Leeds,England,UK,28,Active,28.3
M00815,Nova Market 815,Travel,Hamburg,Hamburg,Germany,20,Active,76.64
M00816,Urban Store 816,Travel,Birmingham,England,UK,5,Active,433.62
M00817,Metro Store 817,Fashion,Houston,Texas,USA,53,Active,236.69
M00818,Quick Tech 818,Gaming,Frankfurt,Hesse,Germany,76,Active,259.45
M00819,Prime Mart 819,Crypto Exchange,Manchester,England,UK,12,Active,161.66
M00820,Urban Foods 820,Jewelry,Dallas,Texas,USA,97,Active,290.42
M00821,Blue Foods 821,Restaurant,Los Angeles,California,USA,8,Active,98.29
M00822,Prime Travel 822,Travel,Birmingham,England,UK,88,Active,110.64
M00823,Global Mart 823,Healthcare,Hyderabad,Telangana,India,50,Active,30.36
M00824,Prime Travel 824,Fashion,Miami,Florida,USA,52,Active,46.66
M00825,Nova Store 825,Travel,Kolkata,West Bengal,India,77,Active,123.61
M00826,Prime Mart 826,Electronics,Birmingham,England,UK,67,Active,42.73
M00827,Global Mart 827,Healthcare,Miami,Florida,USA,78,Active,29.32
M00828,Nova Travel 828,Travel,Berlin,Berlin,Germany,87,Active,48.35
M00829,Blue Foods 829,Gaming,Birmingham,England,UK,3,Active,56.31
M00830,Apex Travel 830,Restaurant,Chicago,Illinois,USA,90,Active,81.29
M00831,Apex Tech 831,Jewelry,Cologne,North Rhine-Westphalia,Germany,66,Active,125.76
M00832,Quick Services 832,Jewelry,Seattle,Washington,USA,39,Active,408.16
M00833,Metro Foods 833,Fuel,New York,New York,USA,49,Active,109.65
M00834,Nova Foods 834,Jewelry,London,England,UK,38,Active,1072.04
M00835,Global Pay 835,Crypto Exchange,Munich,Bavaria,Germany,78,Active,220.07
M00836,Global Mart 836,Gaming,Bengaluru,Karnataka,India,43,Active,31.81
M00837,Blue Store 837,Restaurant,Delhi,Delhi,India,34,Active,170.56
M00838,Urban Services 838,Fuel,Liverpool,England,UK,18,Active,15.84
M00839,Metro Pay 839,Crypto Exchange,Seattle,Washington,USA,1,Active,451.62
M00840,Metro Store 840,Grocery,Chicago,Illinois,USA,10,Active,65.74
M00841,Quick Mart 841,Fuel,San Francisco,California,USA,46,Active,169.86
M00842,Prime Foods 842,Crypto Exchange,Los Angeles,California,USA,88,Active,45.93
M00843,Blue Travel 843,Fashion,Pune,Maharashtra,India,39,Active,32.8
M00844,Apex Tech 844,Travel,New York,New York,USA,57,Active,63.09
M00845,Nova Services 845,Travel,London,England,UK,90,Active,317.78
M00846,Prime Store 846,Restaurant,Bengaluru,Karnataka,India,88,Active,38.92
M00847,Prime Tech 847,Healthcare,Bengaluru,Karnataka,India,66,Active,254.53
M00848,Global Travel 848,Fashion,Chicago,Illinois,USA,59,Active,19.52
M00849,Urban Foods 849,Fashion,Mumbai,Maharashtra,India,69,Active,72.02
M00850,Nova Store 850,Gaming,Miami,Florida,USA,4,Active,353.82
M00851,Metro Foods 851,Grocery,Frankfurt,Hesse,Germany,18,Active,175.13
M00852,Apex Mart 852,Grocery,Leeds,England,UK,19,Active,158.93
M00853,Blue Tech 853,Travel,New York,New York,USA,98,Active,97.86
M00854,Prime Pay 854,Marketplace,Seattle,Washington,USA,51,Active,27.39
M00855,Blue Foods 855,Gaming,Pune,Maharashtra,India,9,Active,42.22
M00856,Nova Foods 856,Money Transfer,Delhi,Delhi,India,5,Active,65.42
M00857,Urban Store 857,Restaurant,Leeds,England,UK,4,Active,144.64
M00858,Prime Pay 858,Restaurant,Delhi,Delhi,India,93,Active,59.61
M00859,Apex Foods 859,Fuel,Los Angeles,California,USA,40,Active,286.05
M00860,Nova Store 860,Money Transfer,Mumbai,Maharashtra,India,44,Active,30.12
M00861,Nova Foods 861,Jewelry,New York,New York,USA,89,Active,143.56
M00862,Urban Tech 862,Grocery,London,England,UK,28,Active,322.62
M00863,Prime Services 863,Marketplace,Cologne,North Rhine-Westphalia,Germany,18,Active,265.44
M00864,Nova Travel 864,Restaurant,San Francisco,California,USA,37,Active,168.12
M00865,Nova Pay 865,Money Transfer,Miami,Florida,USA,87,Active,18.15
M00866,Apex Mart 866,Electronics,Liverpool,England,UK,83,Active,93.82
M00867,Metro Services 867,Marketplace,Bengaluru,Karnataka,India,75,Active,454.43
M00868,Nova Mart 868,Marketplace,Ahmedabad,Gujarat,India,2,Active,98.51
M00869,Apex Pay 869,Electronics,Leeds,England,UK,98,Active,65.22
M00870,Apex Travel 870,Healthcare,Frankfurt,Hesse,Germany,61,Active,306.0
M00871,Metro Market 871,Fashion,Chennai,Tamil Nadu,India,54,Active,106.41
M00872,Nova Store 872,Healthcare,Delhi,Delhi,India,51,Active,252.76
M00873,Prime Travel 873,Healthcare,Hamburg,Hamburg,Germany,90,Active,197.25
M00874,Global Market 874,Fuel,Seattle,Washington,USA,91,Active,51.75
M00875,Metro Store 875,Travel,New York,New York,USA,59,Active,280.89
M00876,Global Tech 876,Gaming,Frankfurt,Hesse,Germany,97,Active,119.55
M00877,Global Tech 877,Travel,San Francisco,California,USA,90,Active,194.25
M00878,Metro Pay 878,Money Transfer,San Francisco,California,USA,32,Active,487.19
M00879,Prime Store 879,Electronics,London,England,UK,42,Active,238.46
M00880,Nova Foods 880,Restaurant,Manchester,England,UK,7,Active,171.86
M00881,Prime Services 881,Jewelry,Munich,Bavaria,Germany,81,Active,46.85
M00882,Metro Market 882,Fuel,Hyderabad,Telangana,India,98,Active,30.18
M00883,Nova Tech 883,Marketplace,Chicago,Illinois,USA,14,Active,827.27
M00884,Metro Mart 884,Money Transfer,Houston,Texas,USA,27,Active,77.79
M00885,Quick Market 885,Jewelry,New York,New York,USA,47,Active,288.14
M00886,Prime Tech 886,Grocery,Frankfurt,Hesse,Germany,88,Active,78.78
M00887,Apex Tech 887,Travel,Dallas,Texas,USA,46,Active,15.56
M00888,Metro Market 888,Grocery,Delhi,Delhi,India,21,Active,48.05
M00889,Prime Pay 889,Electronics,Los Angeles,California,USA,61,Active,78.4
M00890,Global Foods 890,Fuel,Miami,Florida,USA,32,Active,243.68
M00891,Metro Pay 891,Travel,San Francisco,California,USA,12,Active,129.03
M00892,Blue Pay 892,Crypto Exchange,Liverpool,England,UK,43,Active,261.1
M00893,Urban Mart 893,Electronics,Kolkata,West Bengal,India,96,Active,423.83
M00894,Nova Mart 894,Gaming,Houston,Texas,USA,27,Active,59.71
M00895,Global Services 895,Fuel,Chicago,Illinois,USA,34,Active,57.09
M00896,Metro Services 896,Fuel,Bengaluru,Karnataka,India,8,Active,38.65
M00897,Apex Foods 897,Crypto Exchange,Delhi,Delhi,India,22,Active,44.71
M00898,Global Pay 898,Grocery,Munich,Bavaria,Germany,70,Active,120.67
M00899,Apex Services 899,Fuel,Hamburg,Hamburg,Germany,99,Active,25.07
M00900,Blue Services 900,Restaurant,Frankfurt,Hesse,Germany,18,Active,189.78
M00901,Apex Tech 901,Crypto Exchange,Pune,Maharashtra,India,55,Active,304.41
M00902,Prime Mart 902,Money Transfer,Ahmedabad,Gujarat,India,60,Active,122.07
M00903,Blue Pay 903,Restaurant,Birmingham,England,UK,78,Active,61.22
M00904,Metro Mart 904,Marketplace,Los Angeles,California,USA,68,Active,106.14
M00905,Metro Pay 905,Crypto Exchange,Berlin,Berlin,Germany,38,Active,183.89
M00906,Quick Mart 906,Marketplace,Kolkata,West Bengal,India,79,Active,122.59
M00907,Metro Foods 907,Electronics,Cologne,North Rhine-Westphalia,Germany,98,Active,37.2
M00908,Metro Market 908,Fashion,Bengaluru,Karnataka,India,8,Active,39.06
M00909,Metro Store 909,Gaming,Berlin,Berlin,Germany,64,Active,134.78
M00910,Quick Pay 910,Travel,Seattle,Washington,USA,50,Active,406.29
M00911,Quick Store 911,Fashion,Ahmedabad,Gujarat,India,14,Active,199.52
M00912,Urban Foods 912,Fuel,Hamburg,Hamburg,Germany,85,Active,95.01
M00913,Metro Foods 913,Restaurant,San Francisco,California,USA,92,Active,28.96
M00914,Quick Tech 914,Grocery,Munich,Bavaria,Germany,42,Active,181.55
M00915,Metro Tech 915,Restaurant,Dallas,Texas,USA,67,Active,91.25
M00916,Metro Mart 916,Marketplace,Hyderabad,Telangana,India,71,Active,49.88
M00917,Quick Mart 917,Fashion,Kolkata,West Bengal,India,73,Active,45.37
M00918,Metro Tech 918,Grocery,San Francisco,California,USA,68,Active,41.49
M00919,Nova Tech 919,Grocery,Chicago,Illinois,USA,10,Active,34.76
M00920,Prime Foods 920,Healthcare,Chennai,Tamil Nadu,India,11,Active,448.45
M00921,Metro Store 921,Grocery,Seattle,Washington,USA,23,Active,67.64
M00922,Nova Mart 922,Fuel,Dallas,Texas,USA,93,Active,24.1
M00923,Apex Pay 923,Crypto Exchange,Manchester,England,UK,72,Active,189.97
M00924,Urban Store 924,Electronics,Chennai,Tamil Nadu,India,3,Active,111.94
M00925,Apex Foods 925,Crypto Exchange,Birmingham,England,UK,22,Active,87.2
M00926,Metro Store 926,Crypto Exchange,Chennai,Tamil Nadu,India,3,Active,21.84
M00927,Quick Tech 927,Healthcare,Berlin,Berlin,Germany,42,Active,32.04
M00928,Global Pay 928,Marketplace,Chicago,Illinois,USA,31,Active,16.38
M00929,Blue Travel 929,Grocery,Liverpool,England,UK,84,Active,104.74
M00930,Apex Foods 930,Fashion,Chicago,Illinois,USA,47,Active,61.05
M00931,Global Foods 931,Grocery,Birmingham,England,UK,69,Active,54.66
M00932,Prime Market 932,Restaurant,San Francisco,California,USA,37,Active,18.5
M00933,Blue Travel 933,Fuel,Munich,Bavaria,Germany,93,Active,82.42
M00934,Prime Foods 934,Money Transfer,Leeds,England,UK,76,Active,41.86
M00935,Urban Foods 935,Restaurant,Los Angeles,California,USA,82,Active,101.52
M00936,Urban Foods 936,Electronics,Hyderabad,Telangana,India,75,Active,24.81
M00937,Quick Market 937,Travel,Frankfurt,Hesse,Germany,78,Active,51.47
M00938,Quick Store 938,Electronics,Chicago,Illinois,USA,14,Active,137.39
M00939,Quick Services 939,Crypto Exchange,Frankfurt,Hesse,Germany,22,Active,380.24
M00940,Metro Tech 940,Restaurant,Chicago,Illinois,USA,95,Active,30.88
M00941,Prime Foods 941,Jewelry,London,England,UK,35,Active,35.25
M00942,Urban Foods 942,Money Transfer,Pune,Maharashtra,India,60,Active,18.36
M00943,Urban Store 943,Grocery,Ahmedabad,Gujarat,India,2,Active,144.7
M00944,Blue Store 944,Restaurant,Leeds,England,UK,78,Active,289.88
M00945,Apex Tech 945,Money Transfer,Berlin,Berlin,Germany,56,Active,32.85
M00946,Blue Mart 946,Electronics,Houston,Texas,USA,75,Active,358.77
M00947,Quick Mart 947,Crypto Exchange,Manchester,England,UK,50,Active,33.55
M00948,Quick Services 948,Marketplace,Dallas,Texas,USA,44,Active,26.18
M00949,Global Foods 949,Fuel,San Francisco,California,USA,40,Active,88.25
M00950,Blue Services 950,Fuel,Liverpool,England,UK,22,Active,66.4
M00951,Quick Services 951,Grocery,Ahmedabad,Gujarat,India,27,Active,136.94
M00952,Nova Foods 952,Travel,Hyderabad,Telangana,India,53,Active,186.88
M00953,Prime Pay 953,Electronics,Pune,Maharashtra,India,77,Active,759.59
M00954,Urban Tech 954,Jewelry,Chicago,Illinois,USA,9,Active,115.56
M00955,Blue Travel 955,Grocery,Seattle,Washington,USA,53,Active,48.75
M00956,Quick Pay 956,Fashion,Liverpool,England,UK,66,Active,150.78
M00957,Nova Market 957,Electronics,Leeds,England,UK,58,Suspended,64.29
M00958,Apex Travel 958,Electronics,Cologne,North Rhine-Westphalia,Germany,48,Active,311.15
M00959,Urban Store 959,Marketplace,London,England,UK,69,Active,442.27
M00960,Apex Foods 960,Money Transfer,Los Angeles,California,USA,92,Active,147.77
M00961,Global Travel 961,Travel,Miami,Florida,USA,81,Active,173.41
M00962,Urban Services 962,Electronics,Houston,Texas,USA,57,Active,190.82
M00963,Prime Mart 963,Electronics,San Francisco,California,USA,91,Active,375.47
M00964,Apex Foods 964,Gaming,Kolkata,West Bengal,India,29,Active,79.69
M00965,Nova Pay 965,Jewelry,Frankfurt,Hesse,Germany,80,Active,192.33
M00966,Metro Services 966,Crypto Exchange,Mumbai,Maharashtra,India,34,Active,159.0
M00967,Quick Tech 967,Crypto Exchange,Delhi,Delhi,India,38,Active,635.74
M00968,Quick Pay 968,Fuel,Hyderabad,Telangana,India,15,Active,27.36
M00969,Metro Store 969,Restaurant,Dallas,Texas,USA,68,Active,81.51
M00970,Urban Mart 970,Marketplace,San Francisco,California,USA,54,Active,91.7
M00971,Nova Foods 971,Money Transfer,Berlin,Berlin,Germany,58,Active,75.16
M00972,Urban Foods 972,Travel,Delhi,Delhi,India,33,Active,273.99
M00973,Metro Market 973,Electronics,Liverpool,England,UK,75,Active,610.47
M00974,Urban Store 974,Gaming,Frankfurt,Hesse,Germany,51,Active,209.59
M00975,Apex Tech 975,Marketplace,San Francisco,California,USA,66,Active,492.93
M00976,Global Services 976,Gaming,New York,New York,USA,66,Active,301.07
M00977,Urban Tech 977,Healthcare,Hamburg,Hamburg,Germany,87,Active,170.26
M00978,Nova Foods 978,Healthcare,Dallas,Texas,USA,69,Active,228.29
M00979,Urban Tech 979,Crypto Exchange,Los Angeles,California,USA,72,Active,62.32
M00980,Nova Services 980,Gaming,Seattle,Washington,USA,65,Active,49.73
M00981,Prime Tech 981,Gaming,Manchester,England,UK,4,Active,441.32
M00982,Metro Travel 982,Grocery,New York,New York,USA,79,Active,83.39
M00983,Urban Market 983,Healthcare,Munich,Bavaria,Germany,42,Active,65.43
M00984,Apex Store 984,Fuel,Pune,Maharashtra,India,86,Active,49.9
M00985,Quick Travel 985,Fuel,Chicago,Illinois,USA,55,Active,105.24
M00986,Prime Travel 986,Money Transfer,Berlin,Berlin,Germany,6,Active,23.65
M00987,Blue Travel 987,Jewelry,London,England,UK,77,Active,93.28
M00988,Apex Tech 988,Grocery,Cologne,North Rhine-Westphalia,Germany,82,Active,101.16
M00989,Global Travel 989,Healthcare,Kolkata,West Bengal,India,78,Active,30.56
M00990,Apex Services 990,Marketplace,Los Angeles,California,USA,15,Active,198.75
M00991,Quick Pay 991,Crypto Exchange,Houston,Texas,USA,45,Active,240.34
M00992,Apex Mart 992,Marketplace,London,England,UK,35,Active,647.6
M00993,Urban Market 993,Grocery,London,England,UK,14,Active,31.92
M00994,Global Store 994,Gaming,New York,New York,USA,93,Active,102.2
M00995,Urban Services 995,Crypto Exchange,San Francisco,California,USA,35,Active,45.01
M00996,Global Tech 996,Fashion,London,England,UK,49,Active,64.84
M00997,Prime Store 997,Electronics,Chicago,Illinois,USA,62,Active,53.18
M00998,Urban Tech 998,Marketplace,London,England,UK,43,Active,34.2
M00999,Apex Market 999,Fashion,Dallas,Texas,USA,24,Active,55.17
M01000,Blue Tech 1000,Grocery,Miami,Florida,USA,38,Active,101.41
