DeviceID,DeviceType,OperatingSystem,Browser,IPAddress,FirstSeenDate,LastSeenDate,TrustedDeviceFlag,RiskScore
D001945,Mobile,Windows,Edge,IP-129.142.50.99,2025-08-16,2025-03-09,True,44
D001946,Laptop,Android,Edge,IP-443.237.167.220,2023-01-12,2026-01-15,False,19
D001947,Mobile,Android,Chrome,IP-938.118.119.249,2025-05-23,2026-03-19,True,11
D001948,Desktop,iOS,Firefox,IP-275.233.150.218,2024-04-01,2025-08-10,False,33
D001949,Tablet,Linux,Firefox,IP-452.196.93.187,2023-04-30,2026-06-04,True,72
D001950,Laptop,Android,Safari,IP-661.166.191.128,2021-09-13,2026-06-07,True,73
D001951,Desktop,Windows,Firefox,IP-708.40.58.19,2024-09-14,2025-07-02,True,54
D001952,Mobile,Linux,Firefox,IP-624.246.22.33,2024-10-07,2026-04-27,True,18
D001953,Tablet,Windows,Edge,IP-275.248.173.138,2021-04-12,2026-01-08,False,6
D001954,Mobile,Windows,Safari,IP-953.144.68.189,2025-07-01,2025-04-26,True,12
D001955,Desktop,Windows,Chrome,IP-667.162.36.56,2023-05-27,2025-03-06,True,28
D001956,Mobile,Android,Edge,IP-064.192.172.39,2021-10-19,2026-05-17,False,21
D001957,Tablet,Linux,Edge,IP-109.211.162.75,2025-03-08,2025-01-05,False,23
D001958,Mobile,macOS,Firefox,IP-243.48.153.119,2024-10-25,2025-05-04,True,38
D001959,Desktop,macOS,Chrome,IP-620.47.72.210,2022-01-31,2025-08-19,True,93
D001960,Desktop,iOS,Edge,IP-421.135.16.145,2025-03-07,2026-01-24,True,31
D001961,Desktop,iOS,Safari,IP-948.199.75.164,2021-05-15,2026-06-16,True,3
D001962,Tablet,iOS,Safari,IP-902.46.97.144,2022-03-28,2025-06-06,True,98
D001963,Laptop,Windows,Chrome,IP-249.222.151.236,2022-01-10,2025-11-08,True,51
D001964,Desktop,iOS,Safari,IP-112.90.207.122,2023-02-04,2026-01-17,True,63
D001965,Mobile,Android,Chrome,IP-933.201.219.134,2025-01-21,2025-01-03,True,58
D001966,Tablet,Windows,Safari,IP-683.107.76.201,2023-07-24,2026-01-21,True,11
D001967,Mobile,macOS,Safari,IP-256.106.197.181,2025-02-02,2025-11-04,True,52
D001968,Laptop,macOS,Edge,IP-635.233.190.52,2024-10-02,2025-03-21,True,87
D001969,Desktop,Android,Chrome,IP-428.60.54.158,2023-10-28,2025-06-19,True,16
D001970,Tablet,Windows,Safari,IP-116.249.55.254,2024-02-25,2026-02-17,False,98
D001971,Tablet,Android,Firefox,IP-808.76.30.81,2022-09-08,2026-02-17,True,26
D001972,Mobile,Android,Edge,IP-779.174.153.73,2023-09-27,2026-07-19,True,40
D001973,Mobile,Android,Safari,IP-031.195.107.87,2021-05-21,2025-11-14,True,48
D001974,Tablet,Linux,Firefox,IP-277.210.112.52,2023-11-26,2025-02-06,True,29
D001975,Laptop,Windows,Edge,IP-448.200.252.206,2025-12-16,2026-05-28,True,18
D001976,Tablet,Linux,Firefox,IP-956.117.63.244,2023-11-06,2026-03-09,True,37
D001977,Tablet,iOS,Edge,IP-732.243.38.218,2024-06-20,2026-02-15,True,8
D001978,Mobile,Linux,Chrome,IP-832.217.39.13,2024-11-30,2025-07-15,True,81
D001979,Desktop,iOS,Firefox,IP-441.60.120.214,2021-04-23,2025-09-13,True,72
D001980,Desktop,iOS,Edge,IP-986.19.18.250,2025-10-28,2025-09-03,True,79
D001981,Mobile,macOS,Chrome,IP-497.107.67.232,2023-12-21,2026-05-03,True,99
D001982,Mobile,macOS,Edge,IP-181.246.75.81,2023-08-28,2025-03-18,True,1
D001983,Laptop,iOS,Chrome,IP-945.91.168.136,2022-05-05,2025-02-15,False,96
D001984,Desktop,Windows,Firefox,IP-993.73.46.65,2024-08-31,2025-12-13,True,91
D001985,Desktop,macOS,Firefox,IP-563.200.202.94,2021-02-13,2025-10-26,False,75
D001986,Laptop,Android,Firefox,IP-136.75.68.215,2024-05-17,2025-10-06,True,12
D001987,Laptop,Windows,Safari,IP-624.151.155.158,2022-04-05,2025-09-09,True,94
D001988,Laptop,macOS,Edge,IP-968.153.229.77,2024-02-18,2025-06-27,True,68
D001989,Laptop,Android,Chrome,IP-766.174.221.75,2025-11-28,2025-09-08,False,59
D001990,Laptop,macOS,Safari,IP-763.122.206.73,2022-09-05,2025-03-30,True,32
D001991,Desktop,Windows,Edge,IP-575.132.180.49,2021-12-12,2025-10-18,True,14
D001992,Tablet,iOS,Safari,IP-964.20.221.234,2022-03-02,2025-12-05,True,47
D001993,Tablet,iOS,Chrome,IP-399.99.19.97,2025-10-27,2025-08-14,True,94
D001994,Desktop,Windows,Chrome,IP-458.172.172.240,2021-08-10,2025-11-22,True,97
D001995,Desktop,Windows,Edge,IP-064.252.130.8,2024-09-06,2025-06-20,True,67
D001996,Desktop,macOS,Firefox,IP-143.71.204.119,2025-10-19,2026-06-03,True,38
D001997,Laptop,Linux,Edge,IP-476.177.197.151,2023-04-05,2026-05-17,True,94
D001998,Mobile,iOS,Firefox,IP-783.13.85.223,2025-12-02,2025-01-30,False,81
D001999,Tablet,Windows,Safari,IP-630.121.85.105,2025-08-16,2025-02-06,True,6
D002000,Tablet,iOS,Safari,IP-583.27.14.40,2021-07-26,2026-06-30,True,72
D002001,Mobile,Windows,Chrome,IP-492.22.240.153,2023-02-16,2026-06-19,True,11
D002002,Laptop,Android,Safari,IP-251.159.126.82,2022-12-16,2025-06-23,True,66
D002003,Desktop,Linux,Safari,IP-076.177.98.132,2022-10-30,2025-02-27,True,24
D002004,Mobile,Windows,Chrome,IP-596.89.166.214,2021-12-26,2026-01-22,True,23
D002005,Tablet,macOS,Firefox,IP-386.252.198.158,2023-10-16,2025-06-26,True,61
D002006,Desktop,Windows,Edge,IP-304.176.189.229,2024-10-26,2025-11-13,False,86
D002007,Desktop,Android,Chrome,IP-273.246.18.78,2024-02-07,2025-03-16,True,67
D002008,Laptop,Windows,Chrome,IP-929.178.232.27,2023-05-22,2025-08-28,True,32
D002009,Mobile,Linux,Firefox,IP-067.134.135.66,2025-02-24,2025-02-22,True,11
D002010,Mobile,macOS,Chrome,IP-804.118.188.43,2025-02-03,2025-05-08,True,31
D002011,Laptop,Windows,Firefox,IP-226.180.186.21,2021-05-26,2025-05-07,False,75
D002012,Laptop,Linux,Firefox,IP-988.185.10.221,2022-11-25,2026-07-21,True,58
D002013,Mobile,iOS,Edge,IP-873.189.204.106,2025-09-19,2026-05-10,True,58
D002014,Desktop,Windows,Safari,IP-028.114.199.188,2023-07-28,2025-10-26,True,60
D002015,Mobile,Linux,Chrome,IP-919.207.139.36,2022-06-18,2025-04-10,True,22
D002016,Mobile,Android,Edge,IP-622.208.59.121,2021-09-13,2025-11-12,False,79
D002017,Tablet,Linux,Edge,IP-480.98.24.112,2025-03-23,2026-03-28,True,32
D002018,Desktop,Android,Firefox,IP-616.181.243.183,2023-08-07,2025-04-20,True,82
D002019,Laptop,Linux,Edge,IP-279.218.64.69,2023-02-19,2025-11-02,True,61
D002020,Laptop,Android,Safari,IP-507.109.110.103,2023-04-21,2025-07-25,False,81
D002021,Desktop,iOS,Firefox,IP-855.17.144.236,2022-06-14,2025-02-21,True,90
D002022,Desktop,Windows,Firefox,IP-911.98.10.72,2024-07-16,2026-03-06,True,31
D002023,Mobile,Windows,Firefox,IP-585.170.54.49,2024-05-08,2025-09-17,True,30
D002024,Laptop,Windows,Edge,IP-344.7.78.128,2023-06-29,2025-01-30,False,95
D002025,Laptop,iOS,Chrome,IP-448.163.170.62,2023-11-29,2025-07-07,False,45
D002026,Desktop,Linux,Firefox,IP-327.69.129.110,2023-03-11,2025-04-26,True,59
D002027,Tablet,iOS,Chrome,IP-432.136.180.118,2021-07-03,2025-11-14,True,47
D002028,Laptop,Windows,Safari,IP-908.194.234.61,2025-02-07,2026-03-03,False,28
D002029,Mobile,Android,Firefox,IP-072.163.182.156,2024-10-29,2025-08-04,False,13
D002030,Mobile,Windows,Chrome,IP-454.84.30.207,2021-11-24,2025-07-24,True,88
D002031,Laptop,Windows,Chrome,IP-972.7.209.147,2024-03-18,2025-05-05,True,66
D002032,Laptop,Linux,Edge,IP-578.68.20.137,2021-08-28,2025-02-26,True,79
D002033,Tablet,Linux,Chrome,IP-863.4.153.84,2025-12-01,2025-06-14,True,1
D002034,Laptop,iOS,Edge,IP-231.228.123.221,2025-01-25,2026-02-04,True,58
D002035,Tablet,Linux,Safari,IP-524.31.91.19,2024-01-22,2025-01-29,True,2
D002036,Laptop,Android,Safari,IP-781.168.164.214,2025-05-23,2026-03-24,True,13
D002037,Desktop,Android,Edge,IP-888.226.242.136,2024-09-13,2026-03-08,True,44
D002038,Laptop,Android,Safari,IP-647.35.249.103,2021-11-08,2025-10-14,True,22
D002039,Laptop,Linux,Safari,IP-600.39.178.32,2024-04-17,2025-06-12,True,9
D002040,Mobile,Linux,Edge,IP-059.132.121.25,2025-01-20,2025-08-09,True,30
D002041,Desktop,Windows,Safari,IP-093.7.155.33,2024-11-20,2025-07-24,True,42
D002042,Desktop,Windows,Edge,IP-557.156.192.6,2024-05-06,2025-11-01,True,75
D002043,Mobile,Android,Firefox,IP-272.189.200.158,2025-03-15,2025-07-05,True,25
D002044,Tablet,Windows,Safari,IP-838.46.203.182,2021-08-03,2025-02-10,True,18
D002045,Mobile,macOS,Chrome,IP-493.25.250.10,2022-12-14,2026-07-06,False,83
D002046,Desktop,Linux,Safari,IP-515.45.21.15,2025-07-18,2025-10-23,False,37
D002047,Desktop,Windows,Safari,IP-404.251.17.54,2024-10-25,2026-05-04,False,68
D002048,Mobile,Windows,Firefox,IP-833.247.196.206,2023-12-27,2025-09-01,True,72
D002049,Desktop,Linux,Chrome,IP-948.31.6.240,2023-03-20,2025-03-03,True,14
D002050,Tablet,macOS,Firefox,IP-406.221.36.85,2024-08-15,2025-07-20,True,91
D002051,Desktop,Android,Safari,IP-136.120.91.232,2024-06-04,2026-07-09,True,15
D002052,Mobile,Linux,Edge,IP-832.27.91.172,2025-07-10,2025-02-27,True,1
D002053,Laptop,Windows,Safari,IP-345.27.72.40,2022-05-18,2025-03-29,True,25
D002054,Desktop,Linux,Firefox,IP-986.183.128.105,2023-01-08,2025-09-27,False,92
D002055,Desktop,Windows,Chrome,IP-356.237.25.190,2022-01-30,2025-09-20,False,97
D002056,Tablet,Windows,Safari,IP-664.77.27.140,2025-10-11,2025-07-25,False,55
D002057,Mobile,macOS,Edge,IP-604.171.136.142,2021-11-06,2025-08-01,False,50
D002058,Laptop,iOS,Chrome,IP-351.141.211.54,2024-05-15,2026-07-06,True,18
D002059,Tablet,Windows,Safari,IP-282.40.44.163,2025-02-22,2025-05-24,True,72
D002060,Desktop,iOS,Safari,IP-018.228.37.179,2022-08-06,2025-08-09,True,26
D002061,Mobile,Android,Chrome,IP-086.55.21.209,2025-11-20,2025-05-31,True,15
D002062,Desktop,iOS,Safari,IP-354.145.242.219,2024-03-05,2026-06-10,True,96
D002063,Tablet,macOS,Edge,IP-089.34.147.165,2024-11-08,2026-06-19,True,12
D002064,Laptop,iOS,Edge,IP-417.2.33.62,2024-11-22,2026-07-12,True,5
D002065,Tablet,iOS,Edge,IP-808.155.43.98,2024-09-30,2026-07-17,True,56
D002066,Desktop,macOS,Chrome,IP-941.79.209.207,2021-04-10,2026-05-30,False,25
D002067,Tablet,Android,Chrome,IP-517.177.250.248,2022-12-21,2026-05-19,True,95
D002068,Laptop,iOS,Firefox,IP-018.253.128.135,2021-05-02,2025-09-16,False,73
D002069,Tablet,macOS,Chrome,IP-325.66.99.33,2025-07-17,2025-12-23,True,44
D002070,Desktop,iOS,Safari,IP-217.181.76.25,2023-02-25,2025-06-06,True,74
D002071,Desktop,iOS,Firefox,IP-279.61.222.99,2023-11-08,2025-01-09,False,52
D002072,Laptop,macOS,Edge,IP-696.3.63.35,2022-04-23,2025-12-02,True,9
D002073,Desktop,macOS,Edge,IP-161.149.118.93,2021-01-04,2025-08-12,True,90
D002074,Desktop,macOS,Safari,IP-822.90.82.73,2022-04-20,2025-10-03,False,5
D002075,Tablet,Windows,Firefox,IP-161.49.12.96,2021-07-31,2025-10-22,False,65
D002076,Laptop,macOS,Edge,IP-030.19.120.88,2021-12-23,2026-06-17,True,99
D002077,Laptop,Windows,Edge,IP-267.4.53.96,2025-01-03,2025-09-03,True,28
D002078,Mobile,iOS,Safari,IP-272.210.31.54,2022-11-13,2026-05-10,True,45
D002079,Desktop,iOS,Safari,IP-772.170.75.181,2021-07-17,2025-11-06,True,23
D002080,Mobile,Windows,Firefox,IP-156.65.27.189,2022-08-15,2025-05-23,True,86
D002081,Desktop,Windows,Firefox,IP-782.139.127.70,2025-10-15,2025-07-17,True,30
D002082,Mobile,Android,Chrome,IP-683.104.128.170,2024-09-08,2026-06-08,False,76
D002083,Desktop,iOS,Firefox,IP-200.166.203.191,2023-11-16,2025-11-14,False,78
D002084,Desktop,iOS,Safari,IP-304.60.237.52,2025-09-23,2025-04-28,True,64
D002085,Laptop,Windows,Chrome,IP-815.84.62.58,2025-08-06,2025-11-27,False,13
D002086,Tablet,Windows,Firefox,IP-338.64.3.254,2024-02-22,2026-01-19,False,95
D002087,Desktop,Android,Edge,IP-761.23.183.214,2021-01-05,2026-04-10,False,17
D002088,Tablet,Linux,Edge,IP-466.169.202.4,2023-12-28,2025-04-06,True,25
D002089,Tablet,Android,Firefox,IP-851.49.74.252,2025-02-10,2025-08-31,True,49
D002090,Laptop,Windows,Firefox,IP-136.110.3.43,2024-11-24,2025-05-18,False,74
D002091,Laptop,Windows,Edge,IP-187.57.111.16,2021-02-13,2026-05-21,True,29
D002092,Desktop,iOS,Firefox,IP-645.106.217.216,2023-12-22,2026-01-02,True,61
D002093,Laptop,Linux,Safari,IP-720.30.94.137,2025-02-08,2026-05-23,False,56
D002094,Desktop,macOS,Edge,IP-525.136.164.205,2024-07-26,2026-04-15,False,15
D002095,Laptop,Windows,Safari,IP-770.18.187.110,2021-01-23,2025-04-25,True,55
D002096,Tablet,iOS,Edge,IP-258.221.247.26,2023-09-29,2026-02-15,True,66
D002097,Laptop,Linux,Firefox,IP-171.15.56.62,2022-06-30,2025-09-09,True,76
D002098,Laptop,iOS,Safari,IP-826.172.149.37,2021-02-24,2026-07-19,False,17
D002099,Tablet,Linux,Edge,IP-587.204.233.58,2022-03-02,2025-10-09,False,66
D002100,Mobile,Linux,Firefox,IP-751.92.124.170,2024-01-22,2025-02-14,True,10
D002101,Desktop,Windows,Safari,IP-231.230.68.41,2023-07-27,2025-10-19,False,69
D002102,Desktop,macOS,Edge,IP-509.81.100.201,2024-03-22,2026-07-21,True,83
D002103,Mobile,Windows,Chrome,IP-237.160.155.34,2022-07-03,2026-07-21,False,26
D002104,Laptop,Linux,Safari,IP-330.212.192.202,2021-08-18,2026-07-16,False,15
D002105,Mobile,iOS,Edge,IP-977.29.84.91,2025-09-19,2026-07-14,True,70
D002106,Mobile,Linux,Edge,IP-263.159.200.65,2022-07-14,2026-02-19,True,6
D002107,Desktop,Linux,Firefox,IP-080.31.212.156,2021-12-20,2026-03-22,False,86
D002108,Tablet,Android,Chrome,IP-469.18.140.152,2023-02-21,2025-03-14,False,70
D002109,Mobile,Linux,Firefox,IP-308.76.179.129,2023-11-08,2025-03-16,False,96
D002110,Tablet,Windows,Edge,IP-056.175.99.91,2021-01-15,2025-02-28,True,85
D002111,Desktop,Windows,Firefox,IP-152.149.198.244,2024-01-21,2025-01-14,False,48
D002112,Desktop,iOS,Chrome,IP-421.34.240.51,2025-12-14,2026-07-07,True,76
D002113,Mobile,iOS,Firefox,IP-599.58.37.159,2025-10-26,2025-04-23,True,47
D002114,Tablet,Linux,Chrome,IP-713.227.170.150,2022-03-24,2026-06-11,True,24
D002115,Desktop,Android,Firefox,IP-012.73.170.153,2024-08-09,2025-07-19,True,46
D002116,Tablet,Android,Edge,IP-292.149.116.234,2023-09-11,2025-03-23,True,86
D002117,Desktop,iOS,Firefox,IP-271.89.54.142,2023-02-28,2025-10-10,True,48
D002118,Mobile,iOS,Safari,IP-314.22.20.13,2022-03-03,2025-08-06,True,91
D002119,Tablet,Windows,Edge,IP-933.24.123.55,2021-01-07,2026-06-13,True,74
D002120,Mobile,Windows,Chrome,IP-255.174.76.45,2021-04-15,2025-08-08,False,46
D002121,Mobile,Android,Edge,IP-783.85.181.252,2021-09-11,2025-05-23,False,81
D002122,Tablet,Linux,Chrome,IP-234.1.32.181,2021-09-16,2026-02-12,True,81
D002123,Laptop,Windows,Firefox,IP-109.253.127.161,2021-12-23,2025-01-15,True,47
D002124,Mobile,Linux,Safari,IP-861.94.157.45,2021-11-30,2025-10-27,True,10
D002125,Tablet,Windows,Chrome,IP-503.76.169.9,2024-11-09,2026-06-12,False,66
D002126,Desktop,iOS,Chrome,IP-959.104.88.3,2024-03-28,2025-10-03,False,38
D002127,Tablet,iOS,Safari,IP-504.140.138.76,2021-09-18,2026-06-19,True,76
D002128,Desktop,Linux,Edge,IP-149.76.150.182,2021-01-16,2025-10-29,True,68
D002129,Tablet,Linux,Safari,IP-125.167.153.19,2022-01-18,2026-07-23,True,56
D002130,Tablet,macOS,Firefox,IP-678.239.142.105,2024-04-19,2025-11-05,False,34
D002131,Mobile,Windows,Chrome,IP-915.131.195.147,2023-04-26,2025-07-28,True,56
D002132,Tablet,macOS,Edge,IP-560.118.148.159,2021-08-21,2026-05-16,True,37
D002133,Laptop,Android,Chrome,IP-460.233.21.197,2022-01-28,2025-05-19,True,39
D002134,Tablet,Windows,Firefox,IP-697.179.195.2,2024-10-09,2025-07-01,True,10
D002135,Tablet,Android,Firefox,IP-627.56.31.128,2021-07-08,2025-05-11,False,88
D002136,Laptop,Linux,Edge,IP-366.47.132.154,2022-08-27,2026-01-03,True,13
D002137,Mobile,Linux,Firefox,IP-421.122.121.215,2023-03-03,2026-06-21,True,53
D002138,Mobile,Android,Chrome,IP-581.52.45.6,2021-10-10,2025-03-20,False,32
D002139,Desktop,iOS,Edge,IP-239.25.221.234,2021-09-20,2026-02-02,False,97
D002140,Tablet,Linux,Safari,IP-633.141.33.149,2024-05-16,2025-03-04,True,16
D002141,Laptop,iOS,Edge,IP-281.21.252.164,2024-02-14,2025-06-11,False,35
D002142,Mobile,macOS,Edge,IP-154.49.125.182,2023-04-07,2025-11-10,True,60
D002143,Tablet,Windows,Firefox,IP-891.244.130.28,2023-09-21,2025-01-24,True,21
D002144,Mobile,Linux,Edge,IP-526.98.17.97,2022-05-21,2026-03-23,True,49
D002145,Tablet,iOS,Safari,IP-300.60.228.159,2022-12-22,2025-03-30,True,85
D002146,Mobile,iOS,Chrome,IP-737.71.121.10,2023-10-05,2025-03-01,False,33
D002147,Mobile,iOS,Chrome,IP-080.214.248.103,2025-07-31,2026-03-05,True,39
D002148,Tablet,Android,Safari,IP-031.5.134.138,2025-03-02,2025-06-03,True,32
D002149,Mobile,Android,Firefox,IP-618.206.117.18,2024-04-15,2025-03-19,True,62
D002150,Laptop,Windows,Firefox,IP-019.229.254.130,2022-06-12,2025-02-24,True,63
D002151,Desktop,macOS,Safari,IP-029.19.202.56,2023-03-14,2026-07-27,True,95
D002152,Tablet,Android,Safari,IP-758.90.172.53,2022-11-27,2025-12-17,True,59
D002153,Laptop,Linux,Edge,IP-137.233.183.78,2025-06-27,2025-07-25,True,59
D002154,Tablet,Android,Safari,IP-651.91.130.206,2021-07-12,2025-01-06,True,43
D002155,Desktop,iOS,Safari,IP-663.203.41.18,2022-12-24,2026-06-08,False,1
D002156,Tablet,iOS,Edge,IP-627.28.131.226,2025-11-18,2026-06-15,True,31
D002157,Laptop,iOS,Chrome,IP-390.245.168.82,2023-10-21,2026-05-10,False,43
D002158,Laptop,iOS,Edge,IP-935.239.251.143,2023-07-14,2025-03-20,False,19
D002159,Tablet,Android,Edge,IP-553.95.201.45,2023-04-25,2025-08-02,False,21
D002160,Desktop,iOS,Firefox,IP-445.67.108.24,2023-06-22,2026-06-13,True,45
D002161,Tablet,Android,Firefox,IP-540.143.7.148,2022-07-04,2025-03-11,True,1
D002162,Desktop,Android,Chrome,IP-456.246.181.192,2024-01-03,2026-03-16,True,90
D002163,Tablet,Windows,Safari,IP-361.106.237.98,2022-12-02,2026-06-13,True,84
D002164,Desktop,Linux,Edge,IP-250.239.68.241,2023-04-03,2026-05-13,True,44
D002165,Desktop,Android,Firefox,IP-673.231.68.25,2024-03-23,2025-08-12,True,33
D002166,Mobile,Android,Chrome,IP-156.110.125.64,2022-02-24,2025-04-25,True,41
D002167,Desktop,Linux,Chrome,IP-624.216.61.154,2023-01-23,2025-12-28,True,92
D002168,Mobile,Android,Chrome,IP-421.249.192.124,2023-04-22,2026-04-27,True,42
D002169,Mobile,Windows,Edge,IP-349.63.39.47,2023-01-31,2026-05-29,True,46
D002170,Tablet,Linux,Safari,IP-963.174.55.103,2025-11-25,2026-07-18,False,14
D002171,Tablet,Android,Firefox,IP-758.69.167.28,2021-11-21,2025-09-02,True,3
D002172,Mobile,Android,Safari,IP-521.101.28.41,2024-12-11,2026-06-17,True,49
D002173,Desktop,iOS,Chrome,IP-118.181.62.50,2021-09-25,2025-05-07,True,27
D002174,Mobile,iOS,Chrome,IP-742.189.166.7,2023-07-04,2025-05-04,True,78
D002175,Desktop,Windows,Safari,IP-172.254.127.186,2021-06-15,2025-04-11,False,69
D002176,Tablet,Linux,Chrome,IP-690.146.202.88,2024-12-15,2025-08-16,False,59
D002177,Desktop,Linux,Safari,IP-482.35.180.208,2024-09-29,2026-02-14,False,13
D002178,Laptop,Windows,Firefox,IP-329.124.122.163,2025-07-01,2025-10-03,False,43
D002179,Tablet,Windows,Firefox,IP-288.142.2.186,2021-04-16,2025-07-13,True,26
D002180,Tablet,Android,Safari,IP-266.165.109.19,2023-11-04,2026-07-30,True,66
D002181,Mobile,macOS,Firefox,IP-082.52.91.130,2023-03-04,2025-04-10,True,10
D002182,Tablet,Android,Edge,IP-374.30.200.231,2024-07-12,2025-01-04,True,26
D002183,Desktop,Linux,Edge,IP-546.187.174.33,2022-04-24,2025-07-10,True,45
D002184,Tablet,Windows,Safari,IP-568.220.165.84,2023-10-22,2025-12-08,True,71
D002185,Mobile,Linux,Firefox,IP-950.222.113.190,2023-10-07,2026-02-18,True,83
D002186,Tablet,iOS,Firefox,IP-488.205.38.101,2023-01-22,2026-04-25,True,92
D002187,Desktop,Android,Edge,IP-142.10.37.197,2021-05-19,2025-05-23,True,94
D002188,Tablet,Linux,Edge,IP-432.6.12.209,2021-09-21,2026-02-20,True,55
D002189,Tablet,Windows,Safari,IP-994.161.19.224,2025-03-29,2026-02-22,True,82
D002190,Tablet,Android,Safari,IP-240.127.144.34,2023-07-22,2025-04-16,False,85
D002191,Mobile,Windows,Safari,IP-711.169.179.105,2025-10-25,2026-05-02,True,2
D002192,Desktop,Windows,Chrome,IP-993.238.4.83,2024-02-03,2026-04-06,True,45
D002193,Mobile,Android,Edge,IP-950.182.18.210,2023-09-30,2025-03-22,False,64
D002194,Desktop,Android,Edge,IP-615.56.150.41,2025-03-15,2026-04-09,True,75
D002195,Tablet,macOS,Edge,IP-880.146.8.73,2022-04-04,2026-05-03,True,22
D002196,Laptop,Windows,Safari,IP-375.134.173.231,2024-08-07,2025-11-07,False,65
D002197,Tablet,macOS,Edge,IP-773.196.82.135,2025-10-06,2025-01-30,False,29
D002198,Mobile,Windows,Firefox,IP-412.229.50.245,2022-11-14,2025-04-28,False,36
D002199,Mobile,macOS,Chrome,IP-145.222.224.191,2025-06-09,2025-04-01,False,18
D002200,Tablet,Android,Firefox,IP-478.45.196.247,2025-05-09,2026-04-09,True,40
D002201,Laptop,Windows,Firefox,IP-195.81.184.55,2025-11-08,2025-06-25,True,1
D002202,Laptop,Android,Safari,IP-865.179.176.2,2023-11-06,2025-11-26,True,81
D002203,Desktop,iOS,Firefox,IP-316.49.178.88,2023-03-12,2025-06-06,True,62
D002204,Mobile,iOS,Firefox,IP-212.34.252.46,2023-11-02,2026-02-15,True,67
D002205,Mobile,iOS,Safari,IP-124.185.235.215,2024-03-06,2025-05-23,False,89
D002206,Tablet,Linux,Firefox,IP-349.249.71.214,2023-01-10,2025-07-21,True,49
D002207,Mobile,Android,Edge,IP-590.36.63.143,2024-02-13,2025-08-08,True,41
D002208,Mobile,macOS,Safari,IP-877.44.211.190,2024-12-18,2025-04-09,True,68
D002209,Laptop,Android,Firefox,IP-786.150.47.221,2022-10-29,2025-03-07,True,91
D002210,Laptop,Windows,Edge,IP-223.219.61.214,2022-06-23,2025-11-28,True,78
D002211,Tablet,macOS,Firefox,IP-495.83.61.171,2023-11-02,2025-08-14,False,20
D002212,Mobile,macOS,Safari,IP-316.224.33.50,2025-10-03,2025-06-07,True,88
D002213,Laptop,macOS,Safari,IP-708.104.78.111,2023-06-18,2025-07-10,False,13
D002214,Tablet,Android,Safari,IP-704.207.123.210,2023-01-08,2026-05-16,True,9
D002215,Mobile,macOS,Chrome,IP-921.41.254.135,2022-08-11,2025-03-15,True,2
D002216,Laptop,Windows,Safari,IP-984.194.74.169,2023-09-02,2025-10-26,True,93
D002217,Tablet,iOS,Chrome,IP-323.183.170.111,2022-03-26,2025-02-04,False,69
D002218,Tablet,iOS,Edge,IP-721.14.54.70,2025-10-06,2026-05-17,False,64
D002219,Tablet,iOS,Safari,IP-113.182.159.46,2022-05-18,2025-07-04,True,79
D002220,Tablet,Windows,Firefox,IP-728.204.172.105,2024-04-09,2026-03-23,True,59
D002221,Mobile,Linux,Firefox,IP-548.40.19.120,2021-08-25,2025-03-19,False,35
D002222,Laptop,iOS,Safari,IP-200.191.61.96,2022-02-10,2026-07-25,False,89
D002223,Tablet,Android,Firefox,IP-783.228.60.140,2021-06-05,2026-03-03,True,22
D002224,Desktop,Android,Safari,IP-125.76.82.36,2025-12-04,2026-03-31,True,27
D002225,Mobile,macOS,Firefox,IP-245.87.211.211,2024-12-17,2025-03-13,False,34
D002226,Mobile,Windows,Chrome,IP-548.156.238.198,2021-02-19,2026-03-25,True,83
D002227,Laptop,iOS,Firefox,IP-648.178.25.121,2024-04-30,2025-09-12,True,17
D002228,Tablet,Windows,Chrome,IP-875.84.26.166,2021-10-14,2025-06-18,True,42
D002229,Desktop,Windows,Edge,IP-030.94.244.229,2021-11-20,2025-03-02,False,80
D002230,Desktop,Android,Firefox,IP-602.120.224.243,2025-10-19,2025-11-24,True,60
D002231,Laptop,macOS,Edge,IP-628.63.247.85,2022-02-19,2025-08-03,True,99
D002232,Mobile,Windows,Firefox,IP-805.8.108.55,2024-02-19,2026-01-04,True,3
D002233,Laptop,Android,Edge,IP-768.18.17.135,2023-08-09,2025-03-15,True,68
D002234,Laptop,Windows,Chrome,IP-706.150.55.171,2021-06-15,2026-05-05,True,61
D002235,Desktop,macOS,Edge,IP-852.213.147.173,2024-09-26,2025-09-02,False,43
D002236,Laptop,Android,Safari,IP-838.243.208.194,2023-06-18,2025-05-18,True,2
D002237,Laptop,Linux,Edge,IP-491.32.115.185,2024-09-16,2025-05-19,False,25
D002238,Mobile,macOS,Chrome,IP-070.238.154.35,2023-06-07,2026-06-23,True,50
D002239,Desktop,Linux,Chrome,IP-645.13.187.102,2025-05-03,2025-09-06,False,82
D002240,Desktop,iOS,Edge,IP-044.254.11.74,2022-05-15,2025-10-06,False,31
D002241,Tablet,Android,Edge,IP-878.185.238.149,2022-05-22,2025-09-30,True,18
D002242,Mobile,iOS,Edge,IP-929.210.5.155,2025-11-15,2025-11-06,True,15
D002243,Laptop,iOS,Safari,IP-105.145.151.50,2021-12-23,2025-09-26,True,75
D002244,Desktop,Windows,Chrome,IP-767.144.56.72,2025-10-26,2025-07-18,True,76
D002245,Desktop,macOS,Edge,IP-623.253.90.2,2022-11-15,2026-05-24,True,25
