AccountID,CustomerID,BankID,AccountType,Balance,AccountStatus,OpeningDate,BranchID,AverageMonthlyBalance,TransactionLimit,InternationalEnabled
AC0003542,C003542,4,Current,9854.19,Active,2024-09-20,B05010,7453.16,50000,False
AC0003543,C003543,6,Savings,34983.07,Active,2017-06-11,B07006,4387.27,250000,False
AC0003544,C003544,10,Business,25573.48,Active,2015-08-17,B10004,18384.66,25000,True
AC0003545,C003545,6,Current,6242.93,Active,2021-12-27,B01004,4096.39,250000,False
AC0003546,C003546,7,Savings,2507.63,Active,2020-01-18,B01009,6585.8,50000,True
AC0003547,C003547,10,Current,4444.59,Active,2021-08-23,B06005,10747.27,50000,True
AC0003548,C003548,10,Business,38755.79,Closed,2020-12-19,B09006,17410.35,25000,True
AC0003549,C003549,5,Savings,8099.35,Active,2022-05-04,B01004,8543.38,50000,True
AC0003550,C003550,5,Business,6359.81,Active,2018-04-20,B06004,3800.47,250000,False
AC0003551,C003551,2,Checking,4636.3,Active,2015-05-10,B03003,4503.49,50000,False
AC0003552,C003552,6,Checking,13554.07,Active,2016-05-20,B01002,14870.2,50000,True
AC0003553,C003553,10,Checking,34472.61,Active,2024-02-14,B02004,11521.3,25000,True
AC0003554,C003554,5,Credit,2494.09,Active,2024-06-23,B05004,3862.27,250000,True
AC0003555,C003555,4,Checking,23847.98,Active,2018-06-06,B09009,5171.3,25000,True
AC0003556,C003556,2,Checking,42840.08,Active,2024-12-25,B04005,7476.76,250000,False
AC0003557,C003557,4,Current,9357.36,Dormant,2019-12-24,B05004,6660.23,100000,True
AC0003558,C003558,3,Current,5945.6,Active,2023-10-18,B06004,3543.06,100000,False
AC0003559,C003559,10,Savings,18204.86,Active,2024-04-29,B04004,7597.87,100000,True
AC0003560,C003560,6,Current,2869.11,Active,2024-06-23,B02008,8958.07,50000,True
AC0003561,C003561,2,Current,20014.63,Closed,2020-08-20,B05001,8334.2,50000,True
AC0003562,C003562,1,Business,2588.54,Active,2015-07-28,B04007,2507.19,250000,True
AC0003563,C003563,9,Checking,10598.1,Active,2025-07-21,B01002,42765.04,250000,False
AC0003564,C003564,10,Checking,12235.97,Active,2025-07-08,B01006,4502.47,250000,True
AC0003565,C003565,8,Current,6670.66,Active,2016-01-24,B01008,2290.59,25000,True
AC0003566,C003566,2,Checking,2582.9,Active,2017-09-15,B05007,13137.24,50000,False
AC0003567,C003567,1,Savings,7879.49,Active,2019-08-20,B02002,14671.45,100000,True
AC0003568,C003568,2,Business,6553.68,Active,2025-09-10,B04009,3057.54,50000,False
AC0003569,C003569,8,Savings,27461.11,Active,2024-04-24,B05002,13417.41,25000,True
AC0003570,C003570,8,Credit,16088.76,Active,2022-12-24,B10009,6114.56,100000,False
AC0003571,C003571,9,Current,3661.63,Active,2024-12-30,B02010,5744.72,100000,True
AC0003572,C003572,1,Business,32682.61,Active,2018-01-15,B07009,4757.04,250000,True
AC0003573,C003573,2,Checking,47703.18,Active,2024-08-01,B09004,7238.64,50000,False
AC0003574,C003574,10,Credit,11735.22,Active,2018-01-04,B06001,12549.51,100000,True
AC0003575,C003575,10,Checking,10057.37,Active,2017-04-11,B07005,16872.08,25000,False
AC0003576,C003576,8,Current,14747.51,Active,2022-11-27,B08009,19384.21,100000,False
AC0003577,C003577,2,Credit,79695.35,Active,2019-02-12,B08008,18108.19,250000,True
AC0003578,C003578,1,Business,5094.29,Active,2019-07-23,B10001,8785.82,100000,True
AC0003579,C003579,1,Credit,6593.05,Active,2025-08-08,B04008,5369.52,100000,True
AC0003580,C003580,7,Credit,8491.39,Active,2020-05-23,B02005,23195.73,250000,False
AC0003581,C003581,9,Savings,15799.31,Active,2021-08-17,B08004,7190.14,25000,False
AC0003582,C003582,7,Credit,14973.4,Active,2023-04-29,B10004,20809.43,100000,True
AC0003583,C003583,3,Credit,18985.52,Active,2024-05-25,B03002,5613.35,250000,True
AC0003584,C003584,8,Business,7506.86,Dormant,2024-01-27,B07009,4017.91,25000,True
AC0003585,C003585,1,Credit,13358.92,Active,2022-08-30,B10004,31718.12,100000,True
AC0003586,C003586,9,Current,8897.36,Active,2018-09-17,B05004,9550.02,25000,True
AC0003587,C003587,9,Credit,6267.59,Dormant,2024-02-16,B03001,4357.0,100000,True
AC0003588,C003588,8,Business,10615.83,Active,2021-01-25,B02006,5698.61,50000,True
AC0003589,C003589,9,Current,15787.54,Active,2020-11-05,B06004,9188.14,100000,False
AC0003590,C003590,6,Business,13967.31,Active,2025-01-18,B07004,9557.4,100000,True
AC0003591,C003591,5,Current,5892.05,Active,2018-03-25,B10002,4132.8,100000,False
AC0003592,C003592,4,Checking,18829.91,Dormant,2021-09-18,B01008,8928.83,50000,False
AC0003593,C003593,10,Business,9397.44,Active,2015-05-09,B03003,13366.44,50000,True
AC0003594,C003594,7,Savings,42037.86,Active,2023-09-19,B02010,7148.51,100000,True
AC0003595,C003595,2,Savings,19631.83,Active,2023-01-26,B06001,3427.37,25000,True
AC0003596,C003596,10,Credit,9271.56,Active,2022-04-30,B05010,2436.57,50000,True
AC0003597,C003597,1,Savings,15513.46,Active,2023-10-21,B02007,9001.48,100000,True
AC0003598,C003598,6,Checking,3873.12,Dormant,2018-08-31,B06010,22776.85,25000,True
AC0003599,C003599,2,Credit,6363.61,Dormant,2021-02-06,B07009,3631.51,250000,True
AC0003600,C003600,7,Savings,8439.0,Active,2020-03-20,B10003,4131.88,25000,False
AC0003601,C003601,5,Checking,6556.77,Active,2019-12-04,B05001,5050.61,25000,True
AC0003602,C003602,5,Savings,16814.84,Active,2025-06-17,B08010,5062.03,50000,True
AC0003603,C003603,7,Current,12520.13,Dormant,2021-08-25,B07001,12458.04,50000,True
AC0003604,C003604,8,Current,7202.65,Active,2022-01-12,B04008,15077.14,25000,True
AC0003605,C003605,4,Savings,23964.94,Active,2023-03-17,B02007,9233.62,250000,True
AC0003606,C003606,10,Business,7939.16,Active,2021-05-29,B05009,6651.33,50000,True
AC0003607,C003607,5,Credit,2928.86,Closed,2015-01-18,B03001,15378.25,50000,False
AC0003608,C003608,2,Current,10583.42,Active,2020-06-27,B04008,10660.95,25000,True
AC0003609,C003609,1,Credit,10876.73,Active,2025-11-28,B04002,3301.57,100000,False
AC0003610,C003610,3,Credit,12326.19,Active,2021-03-19,B09001,9399.64,250000,True
AC0003611,C003611,7,Credit,23707.8,Active,2020-09-13,B09004,9566.96,100000,False
AC0003612,C003612,6,Business,5175.41,Active,2016-11-09,B05003,6173.87,100000,True
AC0003613,C003613,4,Business,12518.89,Active,2024-09-24,B10010,13506.11,250000,True
AC0003614,C003614,5,Credit,13690.13,Active,2017-02-08,B07003,20943.01,250000,False
AC0003615,C003615,9,Credit,5635.57,Active,2024-11-01,B09002,10502.57,100000,True
AC0003616,C003616,6,Savings,4137.47,Active,2023-08-01,B04002,12664.72,50000,True
AC0003617,C003617,1,Checking,32269.82,Active,2016-05-27,B02009,4814.78,25000,True
AC0003618,C003618,1,Checking,14842.96,Active,2018-11-23,B03003,10745.9,50000,True
AC0003619,C003619,5,Business,2556.79,Active,2019-09-30,B03003,2069.39,100000,True
AC0003620,C003620,5,Savings,11049.27,Active,2024-08-30,B10001,12270.71,25000,True
AC0003621,C003621,9,Savings,14624.28,Active,2015-01-16,B05006,2035.63,50000,True
AC0003622,C003622,6,Current,38707.89,Active,2022-10-13,B08007,12170.54,100000,True
AC0003623,C003623,8,Credit,2023.49,Active,2016-11-11,B07007,2981.26,50000,False
AC0003624,C003624,6,Current,3294.04,Active,2025-12-16,B09004,7690.19,50000,False
AC0003625,C003625,4,Checking,11106.49,Active,2025-02-22,B03009,2852.28,50000,True
AC0003626,C003626,7,Checking,9846.64,Active,2025-08-06,B03007,10951.37,100000,True
AC0003627,C003627,7,Business,68287.54,Active,2021-02-03,B06001,11155.24,50000,True
AC0003628,C003628,8,Business,8532.35,Active,2019-02-27,B01010,4750.56,50000,True
AC0003629,C003629,2,Current,17795.65,Active,2015-07-07,B06003,6856.61,25000,False
AC0003630,C003630,7,Savings,3468.43,Active,2021-01-16,B10007,3189.68,25000,False
AC0003631,C003631,3,Savings,2888.94,Active,2024-04-21,B01001,4642.62,250000,True
AC0003632,C003632,8,Checking,23177.0,Active,2016-01-10,B08003,9143.62,100000,True
AC0003633,C003633,8,Business,12552.8,Active,2016-09-01,B08009,3919.71,250000,True
AC0003634,C003634,7,Current,40917.17,Dormant,2021-10-12,B05001,31726.96,50000,True
AC0003635,C003635,10,Credit,8566.68,Active,2018-11-08,B10002,8269.08,50000,True
AC0003636,C003636,6,Credit,58279.03,Active,2025-05-15,B08002,1250.52,100000,True
AC0003637,C003637,1,Current,11287.78,Active,2023-12-18,B06010,19510.8,100000,True
AC0003638,C003638,7,Checking,17943.46,Active,2022-03-20,B07006,5917.55,50000,True
AC0003639,C003639,8,Current,3223.0,Closed,2019-06-05,B08010,6710.35,50000,True
AC0003640,C003640,2,Current,48734.34,Active,2024-07-27,B04010,7127.05,50000,True
AC0003641,C003641,2,Business,8133.54,Active,2018-11-17,B07008,11587.87,25000,True
AC0003642,C003642,3,Credit,6977.31,Active,2024-06-05,B02006,9707.54,100000,False
AC0003643,C003643,9,Credit,25698.89,Active,2023-12-14,B02002,6845.78,100000,True
AC0003644,C003644,6,Savings,21601.98,Active,2016-08-14,B01004,10846.57,100000,False
AC0003645,C003645,10,Business,24440.87,Active,2024-06-29,B03002,8017.03,100000,False
AC0003646,C003646,9,Current,4835.85,Active,2023-05-31,B10007,6822.04,50000,True
AC0003647,C003647,6,Credit,4271.0,Active,2025-10-30,B04006,8832.11,25000,True
AC0003648,C003648,7,Checking,11667.67,Active,2021-09-27,B07007,14787.17,25000,True
AC0003649,C003649,4,Credit,7372.24,Active,2024-04-26,B03001,5254.69,25000,True
AC0003650,C003650,1,Credit,14307.68,Active,2019-11-29,B09009,4193.79,50000,True
AC0003651,C003651,4,Credit,67317.39,Active,2016-07-29,B04004,7506.48,250000,True
AC0003652,C003652,6,Checking,21436.53,Dormant,2024-08-26,B06008,2584.1,100000,False
AC0003653,C003653,2,Business,7185.07,Closed,2015-10-20,B02007,7508.6,50000,True
AC0003654,C003654,3,Business,4353.16,Active,2025-11-21,B02009,9756.28,25000,True
AC0003655,C003655,1,Credit,11158.98,Active,2018-05-17,B03004,9029.91,250000,False
AC0003656,C003656,8,Business,20844.05,Active,2020-08-03,B08003,9124.45,25000,True
AC0003657,C003657,9,Credit,7250.76,Active,2019-10-15,B06002,15380.05,250000,True
AC0003658,C003658,9,Credit,2066.34,Active,2019-06-20,B03001,5016.8,25000,True
AC0003659,C003659,4,Credit,3966.69,Active,2017-04-13,B08002,18849.87,100000,True
AC0003660,C003660,6,Credit,5320.84,Active,2021-06-16,B05009,10124.87,50000,False
AC0003661,C003661,10,Savings,19105.79,Active,2017-05-09,B09010,9214.28,250000,True
AC0003662,C003662,6,Savings,3082.36,Active,2019-12-10,B05007,17781.22,50000,False
AC0003663,C003663,3,Current,8870.95,Closed,2020-01-20,B01005,6249.24,250000,True
AC0003664,C003664,4,Business,7519.37,Active,2022-12-26,B09006,1630.34,50000,True
AC0003665,C003665,8,Credit,9197.12,Active,2024-07-30,B09007,3920.4,50000,True
AC0003666,C003666,5,Credit,8686.86,Dormant,2025-11-29,B06001,4841.18,50000,True
AC0003667,C003667,9,Checking,7390.22,Dormant,2015-07-27,B07004,27792.18,25000,True
AC0003668,C003668,9,Checking,33258.12,Active,2021-09-27,B06001,28579.92,50000,False
AC0003669,C003669,1,Savings,25654.28,Active,2019-09-27,B10005,5301.29,250000,True
AC0003670,C003670,8,Business,4515.11,Closed,2019-04-04,B08008,2453.23,50000,True
AC0003671,C003671,4,Savings,8205.79,Active,2020-10-25,B08006,4359.38,50000,True
AC0003672,C003672,6,Checking,11789.69,Active,2018-07-30,B02010,21275.24,25000,False
AC0003673,C003673,3,Current,10468.94,Active,2021-11-16,B06009,3076.41,100000,True
AC0003674,C003674,4,Current,7948.18,Active,2018-07-01,B02004,13156.63,100000,True
AC0003675,C003675,4,Business,5109.99,Active,2023-09-02,B08008,23308.67,250000,True
AC0003676,C003676,1,Current,11853.91,Active,2021-11-17,B03003,1654.9,100000,True
AC0003677,C003677,8,Checking,5225.88,Active,2020-08-08,B02003,2178.44,250000,False
AC0003678,C003678,2,Credit,3106.8,Active,2015-06-26,B03010,13192.49,50000,True
AC0003679,C003679,4,Current,17023.33,Active,2021-02-25,B03005,20142.81,25000,False
AC0003680,C003680,2,Checking,9675.88,Dormant,2022-12-31,B08009,11346.26,50000,True
AC0003681,C003681,2,Current,46573.89,Active,2021-07-11,B01003,4954.65,25000,True
AC0003682,C003682,4,Business,3949.61,Active,2023-11-20,B03002,10320.65,50000,True
AC0003683,C003683,10,Checking,6151.87,Active,2019-10-04,B04004,9333.7,250000,True
AC0003684,C003684,10,Current,1149.66,Active,2020-01-23,B01005,4674.68,25000,False
AC0003685,C003685,4,Current,2209.59,Closed,2025-06-25,B09003,7594.25,100000,False
AC0003686,C003686,6,Current,25964.05,Active,2020-07-25,B01005,17756.88,100000,False
AC0003687,C003687,10,Credit,7855.35,Active,2018-01-04,B10002,7089.58,25000,True
AC0003688,C003688,3,Checking,5363.01,Active,2019-06-17,B02005,4646.56,50000,False
AC0003689,C003689,10,Checking,4958.01,Active,2019-06-20,B04007,3603.87,50000,True
AC0003690,C003690,2,Business,12591.23,Active,2020-12-21,B02006,4428.85,100000,False
AC0003691,C003691,3,Credit,74922.24,Active,2015-05-14,B01003,3358.32,50000,False
AC0003692,C003692,4,Savings,55172.25,Active,2015-04-08,B06006,5924.51,25000,False
AC0003693,C003693,1,Business,2397.37,Active,2019-12-12,B05007,3223.43,50000,True
AC0003694,C003694,9,Credit,18901.36,Active,2021-04-12,B03010,11018.18,250000,False
AC0003695,C003695,9,Business,2205.25,Active,2025-11-19,B05005,8409.3,100000,False
AC0003696,C003696,4,Credit,4201.66,Active,2024-04-09,B01003,19472.8,100000,True
AC0003697,C003697,9,Current,17846.6,Active,2016-12-18,B07007,12146.17,250000,True
AC0003698,C003698,8,Business,37969.88,Active,2019-02-01,B03010,5630.85,25000,True
AC0003699,C003699,9,Current,9459.2,Active,2022-10-07,B05003,4014.02,250000,True
AC0003700,C003700,9,Current,5593.27,Active,2017-11-08,B02007,20785.01,250000,True
AC0003701,C003701,6,Current,11063.38,Active,2019-09-28,B05005,6061.62,250000,False
AC0003702,C003702,2,Checking,3291.45,Dormant,2017-12-19,B07005,6697.72,100000,False
AC0003703,C003703,10,Credit,12302.25,Active,2023-08-19,B10008,8216.93,250000,False
AC0003704,C003704,7,Current,24365.21,Active,2015-08-24,B09002,10387.25,25000,True
AC0003705,C003705,10,Checking,13593.39,Active,2019-05-28,B08008,3679.03,25000,False
AC0003706,C003706,10,Savings,3983.95,Active,2018-09-02,B01001,5733.43,100000,False
AC0003707,C003707,2,Savings,12590.99,Active,2021-04-02,B02003,5534.11,50000,True
AC0003708,C003708,5,Checking,2696.56,Dormant,2025-05-20,B06006,24529.12,250000,True
AC0003709,C003709,2,Checking,83163.07,Active,2016-08-05,B03007,2906.57,250000,True
AC0003710,C003710,1,Credit,10454.51,Active,2018-10-11,B05006,1927.14,100000,False
AC0003711,C003711,10,Business,8892.72,Active,2025-12-16,B03007,1581.82,50000,False
AC0003712,C003712,10,Savings,35220.4,Active,2015-05-12,B04001,5335.8,100000,True
AC0003713,C003713,10,Savings,10399.55,Dormant,2017-05-11,B07004,22771.29,100000,True
AC0003714,C003714,9,Business,5660.21,Active,2019-11-06,B08005,21644.38,250000,False
AC0003715,C003715,7,Credit,6854.47,Active,2022-02-04,B03004,7284.77,100000,True
AC0003716,C003716,6,Checking,12408.82,Active,2017-11-21,B06007,5864.19,25000,False
AC0003717,C003717,10,Credit,8974.83,Active,2018-05-21,B04010,1768.08,25000,False
AC0003718,C003718,6,Current,10034.28,Active,2024-10-28,B10008,6082.88,250000,True
AC0003719,C003719,7,Business,22652.48,Active,2018-03-04,B06001,12898.21,250000,True
AC0003720,C003720,3,Business,64737.72,Active,2018-12-02,B07007,9903.65,250000,True
AC0003721,C003721,8,Credit,10786.62,Active,2015-04-25,B07003,5655.63,100000,False
AC0003722,C003722,9,Savings,12494.2,Active,2020-10-04,B06010,6129.05,250000,False
AC0003723,C003723,7,Checking,47634.03,Active,2018-12-12,B08009,7869.62,25000,False
AC0003724,C003724,5,Business,9558.4,Active,2024-04-12,B03003,13736.38,25000,True
AC0003725,C003725,2,Business,5275.87,Active,2023-01-31,B07009,10060.89,25000,False
AC0003726,C003726,1,Credit,9333.58,Active,2017-10-26,B08010,8144.77,100000,True
AC0003727,C003727,7,Savings,46039.22,Active,2021-10-09,B05009,11901.24,25000,True
AC0003728,C003728,7,Credit,788631.39,Active,2020-08-26,B01006,3234.49,50000,True
AC0003729,C003729,8,Checking,83726.65,Active,2021-12-01,B02009,1865.77,50000,False
AC0003730,C003730,10,Checking,21697.14,Active,2024-06-12,B03001,11679.58,250000,True
AC0003731,C003731,5,Business,18105.94,Active,2017-03-07,B02007,14680.58,100000,True
AC0003732,C003732,9,Business,2033.64,Active,2018-12-21,B09002,7492.8,250000,True
AC0003733,C003733,8,Credit,36854.57,Active,2021-05-25,B09004,36402.04,50000,True
AC0003734,C003734,3,Checking,27053.61,Active,2020-03-31,B07009,8481.03,100000,True
AC0003735,C003735,9,Current,5624.03,Active,2022-01-24,B10004,10437.78,100000,False
AC0003736,C003736,1,Credit,11661.53,Active,2016-02-26,B03003,6790.51,50000,True
AC0003737,C003737,6,Savings,20570.39,Active,2025-07-19,B04002,12322.41,100000,False
AC0003738,C003738,10,Current,10064.28,Active,2024-01-07,B01002,13624.7,100000,True
AC0003739,C003739,7,Business,4356.52,Active,2021-06-07,B08003,12119.42,50000,True
AC0003740,C003740,10,Current,11833.74,Active,2016-03-14,B02003,19724.87,25000,True
AC0003741,C003741,1,Business,13101.87,Active,2016-11-21,B06006,3123.64,50000,False
AC0003742,C003742,6,Credit,6537.04,Active,2019-11-07,B05008,5019.27,250000,True
AC0003743,C003743,8,Checking,46567.64,Active,2023-05-04,B10003,5753.21,250000,False
AC0003744,C003744,7,Current,9231.0,Active,2017-01-31,B04003,9620.32,250000,True
AC0003745,C003745,9,Savings,3620.4,Active,2016-04-21,B08009,12353.22,100000,True
AC0003746,C003746,5,Checking,13039.68,Active,2024-06-20,B09004,9917.7,250000,True
AC0003747,C003747,7,Business,6383.18,Active,2018-12-27,B06004,4809.52,250000,True
AC0003748,C003748,5,Savings,5400.27,Active,2021-04-14,B07007,13016.33,250000,True
AC0003749,C003749,9,Checking,11871.15,Active,2015-10-12,B08003,8485.27,25000,False
AC0003750,C003750,2,Business,66754.38,Active,2021-10-12,B06007,8747.13,50000,True
AC0003751,C003751,3,Business,29035.3,Active,2016-06-29,B09003,5705.28,25000,False
AC0003752,C003752,1,Savings,15202.15,Active,2024-04-25,B09005,8604.9,25000,True
AC0003753,C003753,8,Savings,41685.34,Closed,2025-09-09,B07005,8542.65,25000,True
AC0003754,C003754,3,Credit,66363.65,Active,2015-08-21,B06001,8226.92,250000,True
AC0003755,C003755,4,Current,8043.0,Active,2020-11-12,B04004,6044.5,250000,True
AC0003756,C003756,9,Current,10596.83,Active,2018-04-06,B02007,12325.12,25000,True
AC0003757,C003757,4,Savings,12316.4,Active,2017-06-02,B07008,4049.3,25000,False
AC0003758,C003758,2,Business,2855.7,Active,2025-04-05,B04006,10083.06,250000,True
AC0003759,C003759,1,Credit,4395.46,Active,2022-04-21,B05001,1433.49,50000,True
AC0003760,C003760,3,Credit,3633.05,Active,2018-06-03,B03007,21494.48,250000,True
AC0003761,C003761,10,Business,24576.03,Active,2016-09-15,B09010,6663.21,50000,False
AC0003762,C003762,6,Credit,14707.21,Active,2024-02-01,B06004,8725.49,25000,True
AC0003763,C003763,10,Credit,11345.99,Active,2018-06-09,B08001,7786.26,250000,True
AC0003764,C003764,3,Current,50069.08,Active,2017-12-05,B01004,14320.91,250000,True
AC0003765,C003765,4,Credit,4485.18,Active,2022-01-31,B06002,5474.77,50000,True
AC0003766,C003766,2,Checking,3919.18,Active,2020-04-07,B07008,1704.55,100000,False
AC0003767,C003767,4,Current,10360.49,Active,2019-06-29,B03008,4703.12,50000,False
AC0003768,C003768,6,Credit,56114.69,Active,2015-04-24,B06010,1885.76,100000,True
AC0003769,C003769,9,Credit,10041.48,Active,2023-08-17,B05006,10037.25,100000,True
AC0003770,C003770,4,Current,9670.83,Active,2022-10-01,B07003,5932.91,25000,True
AC0003771,C003771,8,Current,31344.9,Active,2015-07-23,B07007,11443.15,250000,True
AC0003772,C003772,7,Business,5013.76,Active,2024-09-08,B05010,4883.38,100000,True
AC0003773,C003773,3,Credit,7240.16,Active,2022-02-13,B05003,4995.36,25000,False
AC0003774,C003774,10,Business,11969.42,Active,2022-12-08,B03009,4275.54,50000,False
AC0003775,C003775,5,Credit,41405.52,Active,2018-03-15,B08007,13131.83,250000,True
AC0003776,C003776,2,Current,3045.23,Active,2015-06-28,B07004,10541.06,50000,False
AC0003777,C003777,10,Credit,37953.15,Active,2024-12-27,B02001,14687.41,50000,True
AC0003778,C003778,10,Current,25007.42,Dormant,2021-12-20,B01004,13161.51,50000,True
AC0003779,C003779,1,Business,95890.1,Active,2023-12-21,B07004,9057.12,100000,False
AC0003780,C003780,10,Business,5096.87,Dormant,2023-08-23,B05005,7757.73,250000,True
AC0003781,C003781,10,Current,7060.82,Active,2016-04-03,B04004,5933.14,25000,False
AC0003782,C003782,9,Checking,11940.31,Active,2018-04-11,B05001,6469.34,25000,False
AC0003783,C003783,3,Business,17452.57,Active,2025-08-06,B07004,10303.52,50000,True
AC0003784,C003784,7,Business,3475.71,Active,2016-09-26,B10008,3951.33,100000,False
AC0003785,C003785,6,Credit,8754.55,Active,2017-03-24,B03009,3147.85,50000,False
AC0003786,C003786,7,Savings,17134.04,Active,2015-05-27,B01006,4155.3,250000,True
AC0003787,C003787,7,Current,5982.24,Active,2022-05-04,B08003,14822.84,50000,True
AC0003788,C003788,7,Business,15466.22,Dormant,2018-10-12,B09008,9699.22,250000,True
AC0003789,C003789,6,Business,12652.71,Dormant,2020-02-17,B09007,5546.33,50000,True
AC0003790,C003790,7,Checking,1937.71,Active,2017-06-29,B06010,10258.71,50000,True
AC0003791,C003791,6,Savings,20163.94,Active,2016-11-06,B03009,19869.58,50000,True
AC0003792,C003792,1,Checking,13094.88,Active,2015-02-23,B04006,10598.43,50000,True
AC0003793,C003793,1,Credit,3060.96,Active,2020-09-06,B07007,16186.33,25000,False
AC0003794,C003794,10,Checking,13066.38,Active,2020-03-05,B02002,10333.79,250000,True
AC0003795,C003795,10,Business,57934.87,Active,2017-01-01,B06005,31568.51,100000,False
AC0003796,C003796,6,Business,9996.75,Active,2018-01-08,B01008,23613.38,100000,True
AC0003797,C003797,2,Credit,28669.79,Active,2018-10-22,B02002,9067.41,25000,True
AC0003798,C003798,8,Savings,9637.56,Active,2019-02-28,B03003,29782.45,25000,True
AC0003799,C003799,2,Savings,4780.02,Active,2024-05-12,B06002,9788.27,25000,True
AC0003800,C003800,4,Savings,4455.96,Dormant,2016-08-29,B01001,7536.71,100000,False
AC0003801,C003801,4,Credit,114034.94,Active,2023-09-16,B03003,9971.24,100000,True
AC0003802,C003802,1,Current,46338.26,Active,2025-12-22,B10003,10816.07,250000,True
AC0003803,C003803,9,Savings,10677.63,Active,2017-07-08,B08009,6563.23,25000,False
AC0003804,C003804,6,Checking,26577.29,Active,2018-03-11,B01005,12048.22,50000,True
AC0003805,C003805,4,Business,21009.63,Active,2024-01-27,B01004,4926.6,25000,False
AC0003806,C003806,6,Credit,17488.24,Active,2023-10-29,B02001,11659.97,100000,False
AC0003807,C003807,1,Credit,28184.22,Active,2018-01-10,B05005,11141.1,25000,True
AC0003808,C003808,5,Business,43412.63,Active,2024-06-15,B04003,4889.28,50000,True
AC0003809,C003809,6,Current,21652.5,Active,2021-07-12,B06010,10287.31,50000,True
AC0003810,C003810,4,Business,2598.95,Active,2016-11-14,B04007,16214.86,100000,True
AC0003811,C003811,9,Checking,25237.9,Active,2020-01-21,B07003,5198.37,100000,True
AC0003812,C003812,3,Credit,6177.41,Active,2020-07-12,B03002,2349.11,50000,True
AC0003813,C003813,2,Checking,13476.04,Active,2024-07-06,B05007,6732.22,25000,True
AC0003814,C003814,6,Checking,10602.79,Active,2016-10-18,B09002,1705.86,250000,False
AC0003815,C003815,9,Savings,5975.27,Active,2021-08-20,B04008,7049.69,250000,True
AC0003816,C003816,4,Business,35150.43,Active,2018-11-06,B09003,4222.64,250000,True
AC0003817,C003817,1,Current,10971.42,Active,2017-05-12,B10005,3967.61,250000,True
AC0003818,C003818,10,Credit,3294.04,Closed,2025-02-08,B07010,8876.05,25000,True
AC0003819,C003819,5,Checking,388.52,Active,2016-11-02,B09010,6894.57,250000,False
AC0003820,C003820,2,Credit,5438.58,Active,2021-04-29,B07010,12920.01,250000,False
AC0003821,C003821,7,Business,30391.83,Active,2021-01-05,B02007,1096.4,250000,False
AC0003822,C003822,4,Checking,6991.86,Active,2025-05-01,B06001,11100.81,250000,True
AC0003823,C003823,10,Credit,3790.92,Active,2021-07-27,B09006,6027.41,250000,True
AC0003824,C003824,3,Business,3731.8,Active,2019-08-28,B07005,5230.13,25000,False
AC0003825,C003825,6,Savings,15285.21,Active,2024-10-04,B04006,13329.6,50000,True
AC0003826,C003826,6,Credit,2195.23,Active,2023-03-26,B07004,6658.95,50000,False
AC0003827,C003827,3,Credit,15063.27,Active,2016-02-22,B07009,7959.61,100000,True
AC0003828,C003828,5,Current,1456.11,Active,2023-04-16,B08009,7501.58,100000,False
AC0003829,C003829,2,Business,10477.52,Active,2018-03-28,B10002,7414.35,25000,False
AC0003830,C003830,7,Business,10844.23,Active,2016-12-18,B08007,28652.92,50000,True
AC0003831,C003831,8,Savings,5339.16,Active,2024-07-02,B06006,2948.16,100000,True
AC0003832,C003832,10,Checking,21314.04,Active,2020-06-12,B03008,25559.54,100000,True
AC0003833,C003833,4,Current,19040.76,Active,2023-01-25,B04001,27976.67,250000,True
AC0003834,C003834,3,Checking,5821.83,Active,2018-10-20,B03009,24759.75,250000,False
AC0003835,C003835,6,Current,7054.11,Active,2015-01-26,B05007,17036.77,250000,False
AC0003836,C003836,7,Credit,99282.76,Active,2020-05-29,B06004,7810.35,25000,False
AC0003837,C003837,10,Current,42379.37,Active,2023-12-26,B02009,4866.22,50000,False
AC0003838,C003838,1,Checking,7329.77,Active,2019-05-19,B08004,3870.38,250000,True
AC0003839,C003839,3,Business,7116.76,Active,2023-05-09,B03010,6122.06,50000,False
AC0003840,C003840,3,Current,101424.96,Active,2025-02-24,B02008,8911.68,100000,False
AC0003841,C003841,3,Credit,1763.37,Active,2016-06-18,B05004,30326.22,100000,True
AC0003842,C003842,5,Savings,19415.94,Active,2020-09-14,B08009,4087.9,250000,True
AC0003843,C003843,9,Savings,27776.65,Active,2021-04-20,B08002,18650.96,50000,True
AC0003844,C003844,1,Credit,8031.3,Active,2017-09-26,B03007,7745.73,100000,True
AC0003845,C003845,9,Savings,13468.73,Active,2016-09-13,B06003,12170.14,25000,False
AC0003846,C003846,7,Savings,4948.54,Active,2017-05-31,B02008,2048.16,50000,True
AC0003847,C003847,7,Current,14795.61,Active,2019-03-22,B07001,3258.24,50000,True
AC0003848,C003848,7,Checking,20819.93,Active,2017-04-27,B06005,5967.78,100000,True
AC0003849,C003849,2,Current,111886.91,Active,2019-08-28,B04007,3831.15,100000,True
AC0003850,C003850,8,Current,3110.96,Active,2023-07-24,B08008,4648.87,100000,True
AC0003851,C003851,3,Current,2099.9,Active,2024-05-03,B01003,4628.34,50000,True
AC0003852,C003852,6,Business,3875.66,Active,2020-11-24,B09010,2276.98,100000,False
