CardID,CustomerID,AccountID,BankID,CardType,CardNetwork,CardCategory,IssueDate,ExpiryDate,CardStatus,BlockedFlag,BlockReason
CD0003389,C003389,AC0003389,4,Credit,Amex,Platinum,2024-05-29,2027-01-14,Active,0,
CD0003390,C003390,AC0003390,9,Debit,Mastercard,Standard,2022-08-20,2027-06-27,Active,0,
CD0003391,C003391,AC0003391,4,Credit,Visa,Standard,2022-05-17,2027-11-01,Active,0,
CD0003392,C003392,AC0003392,2,Debit,Mastercard,Standard,2020-05-03,2027-04-16,Active,0,
CD0003393,C003393,AC0003393,8,Credit,Visa,Business,2020-06-13,2028-01-11,Active,0,
CD0003394,C003394,AC0003394,5,Debit,Visa,Business,2023-04-12,2028-09-11,Active,0,
CD0003395,C003395,AC0003395,1,Debit,Visa,Business,2020-10-30,2028-02-02,Active,0,
CD0003396,C003396,AC0003396,7,Debit,Visa,Gold,2019-04-11,2027-08-03,Active,0,
CD0003397,C003397,AC0003397,3,Debit,Visa,Business,2021-06-10,2029-08-13,Active,0,
CD0003398,C003398,AC0003398,9,Debit,Mastercard,Standard,2021-09-18,2030-11-30,Active,0,
CD0003399,C003399,AC0003399,9,Credit,Visa,Business,2025-10-18,2026-08-08,Active,0,
CD0003400,C003400,AC0003400,4,Debit,Mastercard,Standard,2023-12-30,2030-05-25,Active,0,
CD0003401,C003401,AC0003401,6,Debit,Visa,Standard,2025-04-27,2027-01-25,Active,0,
CD0003402,C003402,AC0003402,6,Debit,Visa,Business,2019-02-01,2026-10-15,Active,0,
CD0003403,C003403,AC0003403,7,Debit,Visa,Gold,2023-11-06,2026-03-09,Blocked,1,Security Block
CD0003404,C003404,AC0003404,1,Debit,Visa,Gold,2019-12-05,2029-03-10,Active,0,
CD0003405,C003405,AC0003405,4,Debit,Amex,Standard,2019-10-24,2030-05-04,Active,0,
CD0003406,C003406,AC0003406,2,Credit,Amex,Gold,2018-09-22,2030-01-10,Active,0,
CD0003407,C003407,AC0003407,7,Debit,Visa,Gold,2024-11-28,2028-11-11,Active,0,
CD0003408,C003408,AC0003408,1,Debit,Mastercard,Business,2020-08-02,2026-03-29,Blocked,1,Lost/Stolen
CD0003409,C003409,AC0003409,6,Debit,Visa,Standard,2025-03-09,2029-12-09,Active,0,
CD0003410,C003410,AC0003410,8,Debit,Mastercard,Standard,2023-06-28,2029-06-21,Active,0,
CD0003411,C003411,AC0003411,10,Debit,Mastercard,Standard,2020-04-27,2030-05-15,Active,0,
CD0003412,C003412,AC0003412,3,Debit,Amex,Standard,2023-12-16,2030-09-25,Active,0,
CD0003413,C003413,AC0003413,1,Debit,Mastercard,Business,2025-07-19,2029-02-05,Blocked,1,Excessive Attempts
CD0003414,C003414,AC0003414,8,Debit,Mastercard,Platinum,2025-04-28,2030-11-27,Active,0,
CD0003415,C003415,AC0003415,1,Credit,Amex,Business,2018-01-02,2029-11-13,Active,0,
CD0003416,C003416,AC0003416,1,Credit,Visa,Gold,2021-02-20,2029-12-08,Active,0,
CD0003417,C003417,AC0003417,10,Debit,Mastercard,Standard,2022-06-10,2028-03-11,Active,0,
CD0003418,C003418,AC0003418,9,Debit,Visa,Gold,2025-01-10,2027-05-04,Active,0,
CD0003419,C003419,AC0003419,8,Debit,Mastercard,Platinum,2018-08-04,2026-09-10,Active,0,
CD0003420,C003420,AC0003420,9,Debit,Visa,Standard,2024-09-21,2030-02-22,Active,0,
CD0003421,C003421,AC0003421,1,Credit,Visa,Gold,2018-12-31,2026-08-21,Expired,0,
CD0003422,C003422,AC0003422,1,Credit,Mastercard,Platinum,2021-12-17,2028-02-22,Active,0,
CD0003423,C003423,AC0003423,4,Credit,Visa,Standard,2020-04-21,2028-02-05,Blocked,1,Security Block
CD0003424,C003424,AC0003424,1,Debit,Mastercard,Platinum,2019-10-12,2029-05-10,Active,0,
CD0003425,C003425,AC0003425,9,Debit,Visa,Standard,2021-02-23,2028-12-15,Active,0,
CD0003426,C003426,AC0003426,1,Credit,Mastercard,Standard,2025-07-28,2029-01-06,Active,0,
CD0003427,C003427,AC0003427,6,Debit,Mastercard,Gold,2023-09-21,2027-12-02,Blocked,1,Security Block
CD0003428,C003428,AC0003428,9,Credit,Mastercard,Business,2020-07-14,2027-05-18,Active,0,
CD0003429,C003429,AC0003429,8,Credit,Visa,Business,2020-03-20,2026-09-08,Active,0,
CD0003430,C003430,AC0003430,3,Debit,Mastercard,Gold,2019-04-08,2030-09-22,Expired,0,
CD0003431,C003431,AC0003431,5,Debit,Amex,Gold,2022-05-14,2028-12-08,Expired,0,
CD0003432,C003432,AC0003432,6,Debit,Visa,Business,2023-03-12,2029-05-02,Active,0,
CD0003433,C003433,AC0003433,8,Credit,Visa,Standard,2022-01-21,2029-05-10,Active,0,
CD0003434,C003434,AC0003434,5,Credit,Mastercard,Platinum,2024-05-08,2028-08-15,Active,0,
CD0003435,C003435,AC0003435,3,Debit,Mastercard,Platinum,2019-05-18,2030-05-18,Active,0,
CD0003436,C003436,AC0003436,8,Credit,Mastercard,Standard,2022-03-24,2027-03-18,Active,0,
CD0003437,C003437,AC0003437,9,Credit,Visa,Gold,2025-02-08,2030-04-22,Active,0,
CD0003438,C003438,AC0003438,5,Debit,Mastercard,Business,2018-05-21,2028-10-09,Active,0,
CD0003439,C003439,AC0003439,1,Debit,Visa,Gold,2018-02-03,2030-08-19,Active,0,
CD0003440,C003440,AC0003440,6,Credit,Visa,Gold,2020-03-25,2027-05-30,Active,0,
CD0003441,C003441,AC0003441,9,Credit,Mastercard,Platinum,2022-12-27,2027-02-02,Expired,0,
CD0003442,C003442,AC0003442,10,Debit,Visa,Gold,2024-08-02,2027-05-24,Active,0,
CD0003443,C003443,AC0003443,5,Credit,Mastercard,Business,2018-09-11,2026-05-13,Active,0,
CD0003444,C003444,AC0003444,2,Debit,Visa,Platinum,2023-08-26,2027-02-05,Active,0,
CD0003445,C003445,AC0003445,6,Debit,Visa,Platinum,2025-08-24,2029-04-12,Active,0,
CD0003446,C003446,AC0003446,9,Debit,Mastercard,Platinum,2025-09-13,2026-11-11,Active,0,
CD0003447,C003447,AC0003447,10,Credit,Amex,Business,2018-09-10,2030-08-02,Active,0,
CD0003448,C003448,AC0003448,1,Credit,Visa,Business,2025-04-23,2028-02-18,Active,0,
CD0003449,C003449,AC0003449,3,Debit,Mastercard,Standard,2019-02-23,2027-01-21,Blocked,1,Lost/Stolen
CD0003450,C003450,AC0003450,5,Debit,Mastercard,Standard,2022-06-17,2030-03-10,Active,0,
CD0003451,C003451,AC0003451,1,Debit,Mastercard,Gold,2025-05-29,2026-10-30,Active,0,
CD0003452,C003452,AC0003452,9,Debit,Amex,Standard,2018-06-25,2027-04-26,Active,0,
CD0003453,C003453,AC0003453,2,Debit,Mastercard,Platinum,2021-09-24,2026-08-14,Blocked,1,Security Block
CD0003454,C003454,AC0003454,7,Credit,Mastercard,Business,2024-05-17,2028-05-04,Active,0,
CD0003455,C003455,AC0003455,10,Debit,Visa,Platinum,2019-09-29,2029-12-16,Active,0,
CD0003456,C003456,AC0003456,7,Debit,Amex,Business,2018-06-13,2028-04-21,Active,0,
CD0003457,C003457,AC0003457,8,Debit,Mastercard,Business,2020-07-12,2029-07-05,Active,0,
CD0003458,C003458,AC0003458,3,Debit,Visa,Standard,2024-09-28,2027-10-21,Active,0,
CD0003459,C003459,AC0003459,9,Debit,Mastercard,Business,2019-05-25,2030-12-30,Active,0,
CD0003460,C003460,AC0003460,5,Credit,Visa,Gold,2024-08-13,2029-03-30,Active,0,
CD0003461,C003461,AC0003461,1,Debit,Visa,Standard,2020-01-05,2030-12-08,Blocked,1,Excessive Attempts
CD0003462,C003462,AC0003462,4,Credit,Mastercard,Platinum,2018-01-15,2027-12-31,Active,0,
CD0003463,C003463,AC0003463,4,Debit,Visa,Platinum,2022-12-30,2029-12-05,Active,0,
CD0003464,C003464,AC0003464,6,Debit,Mastercard,Business,2024-10-11,2026-07-26,Active,0,
CD0003465,C003465,AC0003465,3,Credit,Amex,Business,2020-09-12,2029-09-11,Active,0,
CD0003466,C003466,AC0003466,5,Credit,Visa,Business,2024-03-08,2027-06-21,Active,0,
CD0003467,C003467,AC0003467,5,Credit,Mastercard,Platinum,2018-11-06,2026-04-12,Blocked,1,Security Block
CD0003468,C003468,AC0003468,4,Debit,Mastercard,Business,2019-01-09,2027-09-11,Active,0,
CD0003469,C003469,AC0003469,7,Credit,Amex,Business,2018-03-22,2026-03-20,Blocked,1,Lost/Stolen
CD0003470,C003470,AC0003470,4,Credit,Mastercard,Platinum,2025-03-27,2029-02-17,Blocked,1,Security Block
CD0003471,C003471,AC0003471,8,Debit,Visa,Gold,2021-08-08,2029-06-17,Active,0,
CD0003472,C003472,AC0003472,3,Credit,Mastercard,Business,2022-11-24,2026-02-27,Active,0,
CD0003473,C003473,AC0003473,9,Credit,Visa,Standard,2018-06-19,2028-04-03,Blocked,1,Security Block
CD0003474,C003474,AC0003474,4,Credit,Visa,Gold,2024-07-21,2027-04-18,Active,0,
CD0003475,C003475,AC0003475,1,Debit,Mastercard,Gold,2019-08-03,2030-05-13,Active,0,
CD0003476,C003476,AC0003476,2,Credit,Amex,Standard,2020-05-24,2029-08-29,Active,0,
CD0003477,C003477,AC0003477,9,Debit,Mastercard,Platinum,2021-08-18,2028-02-24,Active,0,
CD0003478,C003478,AC0003478,9,Credit,Amex,Gold,2019-09-01,2029-11-26,Active,0,
CD0003479,C003479,AC0003479,3,Debit,Visa,Standard,2022-03-08,2026-01-21,Active,0,
CD0003480,C003480,AC0003480,7,Credit,Mastercard,Gold,2020-09-02,2028-05-29,Active,0,
CD0003481,C003481,AC0003481,6,Debit,Visa,Platinum,2018-11-14,2027-10-09,Active,0,
CD0003482,C003482,AC0003482,2,Credit,Visa,Gold,2018-10-15,2027-09-12,Blocked,1,Excessive Attempts
CD0003483,C003483,AC0003483,5,Debit,Visa,Standard,2021-03-27,2027-10-16,Active,0,
CD0003484,C003484,AC0003484,7,Debit,Amex,Platinum,2018-01-25,2030-08-11,Active,0,
CD0003485,C003485,AC0003485,10,Debit,Mastercard,Standard,2022-08-23,2027-02-02,Active,0,
CD0003486,C003486,AC0003486,9,Debit,Mastercard,Gold,2021-07-16,2027-10-02,Active,0,
CD0003487,C003487,AC0003487,1,Debit,Visa,Gold,2025-09-10,2028-10-13,Active,0,
CD0003488,C003488,AC0003488,3,Debit,Visa,Standard,2022-08-08,2027-06-06,Active,0,
CD0003489,C003489,AC0003489,5,Debit,Visa,Standard,2023-08-08,2029-12-23,Active,0,
CD0003490,C003490,AC0003490,2,Credit,Mastercard,Platinum,2022-03-21,2028-07-02,Active,0,
CD0003491,C003491,AC0003491,6,Debit,Visa,Standard,2019-10-14,2027-08-30,Active,0,
CD0003492,C003492,AC0003492,1,Debit,Mastercard,Gold,2018-12-10,2029-10-28,Active,0,
CD0003493,C003493,AC0003493,2,Debit,Mastercard,Gold,2018-01-26,2028-03-20,Active,0,
CD0003494,C003494,AC0003494,1,Debit,Mastercard,Standard,2020-10-20,2027-08-09,Expired,0,
CD0003495,C003495,AC0003495,3,Debit,Amex,Business,2024-11-25,2030-10-04,Active,0,
CD0003496,C003496,AC0003496,8,Debit,Mastercard,Business,2019-10-04,2030-09-21,Active,0,
CD0003497,C003497,AC0003497,2,Debit,Mastercard,Gold,2020-12-10,2026-12-16,Active,0,
CD0003498,C003498,AC0003498,10,Debit,Mastercard,Platinum,2020-12-10,2030-08-02,Active,0,
CD0003499,C003499,AC0003499,3,Credit,Mastercard,Business,2025-10-14,2026-07-02,Active,0,
CD0003500,C003500,AC0003500,1,Debit,Visa,Business,2022-10-24,2026-04-21,Active,0,
CD0003501,C003501,AC0003501,4,Debit,Amex,Gold,2022-10-24,2028-08-31,Active,0,
CD0003502,C003502,AC0003502,8,Debit,Mastercard,Standard,2020-08-04,2030-04-10,Active,0,
CD0003503,C003503,AC0003503,2,Debit,Amex,Gold,2019-08-17,2030-07-20,Expired,0,
CD0003504,C003504,AC0003504,1,Debit,Visa,Platinum,2019-11-30,2027-07-08,Active,0,
CD0003505,C003505,AC0003505,9,Debit,Mastercard,Gold,2019-09-05,2030-07-03,Blocked,1,Lost/Stolen
CD0003506,C003506,AC0003506,6,Debit,Mastercard,Platinum,2025-06-27,2029-06-20,Active,0,
CD0003507,C003507,AC0003507,4,Debit,Mastercard,Business,2021-01-10,2026-10-26,Active,0,
CD0003508,C003508,AC0003508,8,Debit,Mastercard,Gold,2022-07-28,2030-06-04,Active,0,
CD0003509,C003509,AC0003509,9,Credit,Visa,Business,2023-02-08,2028-10-08,Active,0,
CD0003510,C003510,AC0003510,4,Debit,Amex,Platinum,2018-11-09,2028-01-11,Active,0,
CD0003511,C003511,AC0003511,6,Credit,Visa,Business,2025-03-04,2026-06-13,Blocked,1,Security Block
CD0003512,C003512,AC0003512,1,Debit,Visa,Platinum,2023-10-30,2029-01-05,Active,0,
CD0003513,C003513,AC0003513,4,Debit,Visa,Business,2023-08-25,2029-07-27,Blocked,1,Lost/Stolen
CD0003514,C003514,AC0003514,6,Debit,Mastercard,Business,2025-10-15,2028-06-12,Blocked,1,Security Block
CD0003515,C003515,AC0003515,2,Debit,Mastercard,Standard,2018-09-12,2029-04-08,Active,0,
CD0003516,C003516,AC0003516,10,Debit,Mastercard,Business,2023-01-30,2027-04-05,Active,0,
CD0003517,C003517,AC0003517,10,Debit,Visa,Standard,2025-04-04,2028-01-06,Active,0,
CD0003518,C003518,AC0003518,3,Debit,Visa,Standard,2021-06-29,2030-07-09,Active,0,
CD0003519,C003519,AC0003519,4,Credit,Mastercard,Standard,2022-11-20,2029-11-16,Active,0,
CD0003520,C003520,AC0003520,2,Credit,Mastercard,Gold,2019-08-25,2026-04-22,Active,0,
CD0003521,C003521,AC0003521,6,Credit,Mastercard,Gold,2020-09-05,2026-08-06,Blocked,1,Security Block
CD0003522,C003522,AC0003522,2,Credit,Mastercard,Standard,2020-12-11,2027-02-17,Active,0,
CD0003523,C003523,AC0003523,4,Credit,Mastercard,Gold,2018-10-16,2028-10-12,Active,0,
CD0003524,C003524,AC0003524,6,Debit,Mastercard,Business,2018-12-15,2026-12-10,Active,0,
CD0003525,C003525,AC0003525,7,Credit,Mastercard,Standard,2021-07-04,2030-07-03,Active,0,
CD0003526,C003526,AC0003526,6,Credit,Visa,Business,2023-10-14,2027-06-30,Active,0,
CD0003527,C003527,AC0003527,3,Credit,Visa,Gold,2023-02-27,2026-07-14,Active,0,
CD0003528,C003528,AC0003528,8,Debit,Mastercard,Standard,2019-06-21,2027-06-23,Blocked,1,Security Block
CD0003529,C003529,AC0003529,7,Debit,Mastercard,Gold,2025-03-14,2029-12-10,Active,0,
CD0003530,C003530,AC0003530,8,Debit,Visa,Platinum,2023-08-11,2026-09-29,Active,0,
CD0003531,C003531,AC0003531,5,Debit,Visa,Standard,2025-01-08,2030-12-31,Active,0,
CD0003532,C003532,AC0003532,9,Debit,Visa,Platinum,2020-08-14,2029-11-20,Active,0,
CD0003533,C003533,AC0003533,4,Debit,Visa,Platinum,2019-10-12,2028-01-06,Active,0,
CD0003534,C003534,AC0003534,9,Debit,Mastercard,Standard,2018-04-24,2028-08-20,Active,0,
CD0003535,C003535,AC0003535,3,Debit,Mastercard,Standard,2019-01-28,2026-06-14,Active,0,
CD0003536,C003536,AC0003536,3,Debit,Mastercard,Gold,2019-02-07,2029-06-23,Active,0,
CD0003537,C003537,AC0003537,6,Debit,Visa,Standard,2023-04-22,2029-02-01,Active,0,
CD0003538,C003538,AC0003538,6,Debit,Visa,Standard,2022-01-28,2029-10-03,Active,0,
CD0003539,C003539,AC0003539,8,Credit,Visa,Platinum,2018-12-21,2026-12-28,Active,0,
CD0003540,C003540,AC0003540,3,Credit,Mastercard,Platinum,2023-11-06,2029-02-13,Active,0,
CD0003541,C003541,AC0003541,9,Debit,Mastercard,Standard,2021-02-10,2029-08-16,Blocked,1,Security Block
CD0003542,C003542,AC0003542,4,Credit,Visa,Business,2024-08-22,2030-05-13,Active,0,
CD0003543,C003543,AC0003543,6,Debit,Mastercard,Gold,2021-11-21,2027-08-12,Blocked,1,Security Block
CD0003544,C003544,AC0003544,10,Credit,Mastercard,Gold,2024-06-23,2030-01-16,Active,0,
CD0003545,C003545,AC0003545,6,Debit,Mastercard,Business,2024-09-14,2028-08-24,Active,0,
CD0003546,C003546,AC0003546,7,Credit,Visa,Business,2023-07-04,2030-08-24,Active,0,
CD0003547,C003547,AC0003547,10,Credit,Amex,Gold,2018-05-12,2030-09-26,Active,0,
CD0003548,C003548,AC0003548,10,Debit,Visa,Standard,2022-10-03,2027-05-27,Active,0,
CD0003549,C003549,AC0003549,5,Debit,Visa,Platinum,2022-09-02,2029-12-12,Active,0,
CD0003550,C003550,AC0003550,5,Debit,Mastercard,Platinum,2020-10-18,2027-12-04,Active,0,
CD0003551,C003551,AC0003551,2,Credit,Amex,Standard,2019-04-07,2027-04-14,Blocked,1,Lost/Stolen
CD0003552,C003552,AC0003552,6,Debit,Visa,Standard,2022-02-20,2030-12-30,Active,0,
CD0003553,C003553,AC0003553,10,Credit,Mastercard,Platinum,2019-09-02,2028-12-23,Active,0,
CD0003554,C003554,AC0003554,5,Credit,Visa,Business,2020-02-29,2030-08-27,Blocked,1,Lost/Stolen
CD0003555,C003555,AC0003555,4,Debit,Visa,Gold,2025-10-31,2029-05-24,Active,0,
CD0003556,C003556,AC0003556,2,Debit,Mastercard,Business,2018-07-28,2029-08-16,Blocked,1,Fraud Suspected
CD0003557,C003557,AC0003557,4,Debit,Mastercard,Platinum,2019-03-19,2028-08-21,Active,0,
CD0003558,C003558,AC0003558,3,Credit,Mastercard,Business,2022-05-20,2027-01-25,Active,0,
CD0003559,C003559,AC0003559,10,Debit,Mastercard,Gold,2023-04-13,2027-11-15,Active,0,
CD0003560,C003560,AC0003560,6,Debit,Mastercard,Platinum,2020-09-29,2029-02-01,Active,0,
CD0003561,C003561,AC0003561,2,Debit,Visa,Standard,2021-04-08,2029-12-09,Active,0,
CD0003562,C003562,AC0003562,1,Debit,Amex,Business,2023-05-10,2026-07-04,Expired,0,
CD0003563,C003563,AC0003563,9,Debit,Mastercard,Standard,2024-10-17,2030-07-29,Active,0,
CD0003564,C003564,AC0003564,10,Debit,Visa,Gold,2021-08-06,2028-05-31,Active,0,
CD0003565,C003565,AC0003565,8,Credit,Visa,Gold,2021-07-17,2026-10-16,Active,0,
CD0003566,C003566,AC0003566,2,Credit,Visa,Business,2024-06-16,2030-11-09,Active,0,
CD0003567,C003567,AC0003567,1,Debit,Mastercard,Gold,2023-09-20,2030-05-15,Blocked,1,Lost/Stolen
CD0003568,C003568,AC0003568,2,Debit,Mastercard,Standard,2024-07-11,2030-09-22,Active,0,
CD0003569,C003569,AC0003569,8,Debit,Visa,Standard,2020-11-08,2029-02-01,Active,0,
CD0003570,C003570,AC0003570,8,Debit,Visa,Gold,2021-02-03,2028-07-04,Blocked,1,Security Block
CD0003571,C003571,AC0003571,9,Debit,Mastercard,Platinum,2018-05-16,2026-01-14,Blocked,1,Security Block
CD0003572,C003572,AC0003572,1,Credit,Mastercard,Gold,2022-05-12,2030-08-31,Blocked,1,Security Block
CD0003573,C003573,AC0003573,2,Debit,Mastercard,Gold,2020-09-21,2026-10-30,Active,0,
CD0003574,C003574,AC0003574,10,Credit,Mastercard,Business,2018-09-26,2030-12-22,Active,0,
CD0003575,C003575,AC0003575,10,Debit,Visa,Platinum,2023-09-13,2026-08-21,Active,0,
CD0003576,C003576,AC0003576,8,Credit,Mastercard,Standard,2018-12-07,2027-02-18,Active,0,
CD0003577,C003577,AC0003577,2,Credit,Mastercard,Platinum,2024-08-24,2029-11-29,Active,0,
CD0003578,C003578,AC0003578,1,Debit,Mastercard,Gold,2025-12-24,2027-07-25,Active,0,
CD0003579,C003579,AC0003579,1,Debit,Mastercard,Business,2018-05-25,2027-06-06,Active,0,
CD0003580,C003580,AC0003580,7,Debit,Visa,Standard,2018-05-08,2029-04-08,Active,0,
CD0003581,C003581,AC0003581,9,Debit,Amex,Standard,2020-11-30,2028-09-08,Active,0,
CD0003582,C003582,AC0003582,7,Debit,Mastercard,Gold,2024-03-15,2027-08-22,Active,0,
CD0003583,C003583,AC0003583,3,Debit,Visa,Business,2023-06-14,2030-12-09,Active,0,
CD0003584,C003584,AC0003584,8,Credit,Visa,Business,2019-09-23,2027-07-16,Active,0,
CD0003585,C003585,AC0003585,1,Debit,Visa,Gold,2021-10-21,2026-11-24,Active,0,
CD0003586,C003586,AC0003586,9,Debit,Mastercard,Standard,2019-06-02,2026-04-13,Active,0,
CD0003587,C003587,AC0003587,9,Debit,Mastercard,Gold,2025-02-18,2027-04-05,Blocked,1,Excessive Attempts
CD0003588,C003588,AC0003588,8,Credit,Visa,Business,2024-02-05,2029-04-25,Blocked,1,Lost/Stolen
CD0003589,C003589,AC0003589,9,Debit,Visa,Business,2021-11-28,2027-06-21,Active,0,
CD0003590,C003590,AC0003590,6,Credit,Mastercard,Platinum,2020-07-09,2029-08-14,Active,0,
CD0003591,C003591,AC0003591,5,Credit,Visa,Platinum,2023-04-11,2028-09-21,Active,0,
CD0003592,C003592,AC0003592,4,Credit,Mastercard,Standard,2025-12-13,2030-11-05,Active,0,
CD0003593,C003593,AC0003593,10,Debit,Visa,Platinum,2018-12-06,2030-03-20,Blocked,1,Fraud Suspected
CD0003594,C003594,AC0003594,7,Debit,Visa,Standard,2020-09-05,2026-01-10,Active,0,
CD0003595,C003595,AC0003595,2,Credit,Visa,Business,2023-02-01,2028-07-26,Active,0,
CD0003596,C003596,AC0003596,10,Debit,Visa,Business,2022-06-11,2027-12-26,Blocked,1,Excessive Attempts
CD0003597,C003597,AC0003597,1,Debit,Visa,Gold,2025-04-02,2027-08-03,Active,0,
CD0003598,C003598,AC0003598,6,Debit,Visa,Business,2023-01-02,2029-01-06,Active,0,
CD0003599,C003599,AC0003599,2,Debit,Visa,Platinum,2025-06-17,2030-11-26,Active,0,
CD0003600,C003600,AC0003600,7,Debit,Visa,Standard,2021-11-23,2026-05-04,Active,0,
CD0003601,C003601,AC0003601,5,Debit,Mastercard,Business,2020-12-14,2028-06-09,Active,0,
CD0003602,C003602,AC0003602,5,Credit,Amex,Gold,2023-05-10,2028-12-24,Active,0,
CD0003603,C003603,AC0003603,7,Credit,Visa,Platinum,2021-12-12,2030-06-17,Active,0,
CD0003604,C003604,AC0003604,8,Debit,Mastercard,Business,2019-10-22,2030-04-08,Active,0,
CD0003605,C003605,AC0003605,4,Credit,Visa,Platinum,2023-09-15,2028-02-15,Active,0,
CD0003606,C003606,AC0003606,10,Debit,Mastercard,Platinum,2023-12-05,2029-04-09,Active,0,
CD0003607,C003607,AC0003607,5,Credit,Mastercard,Platinum,2024-12-26,2028-01-17,Active,0,
CD0003608,C003608,AC0003608,2,Debit,Mastercard,Standard,2019-08-03,2026-01-10,Active,0,
CD0003609,C003609,AC0003609,1,Debit,Mastercard,Standard,2018-09-02,2027-10-14,Active,0,
CD0003610,C003610,AC0003610,3,Debit,Mastercard,Platinum,2023-12-14,2029-06-09,Blocked,1,Fraud Suspected
CD0003611,C003611,AC0003611,7,Debit,Mastercard,Business,2022-08-27,2029-02-05,Active,0,
CD0003612,C003612,AC0003612,6,Credit,Mastercard,Business,2023-09-30,2026-10-31,Active,0,
CD0003613,C003613,AC0003613,4,Debit,Mastercard,Standard,2025-10-25,2030-01-14,Active,0,
CD0003614,C003614,AC0003614,5,Credit,Mastercard,Standard,2021-05-09,2026-08-27,Active,0,
CD0003615,C003615,AC0003615,9,Debit,Visa,Standard,2022-09-14,2026-11-22,Active,0,
CD0003616,C003616,AC0003616,6,Debit,Visa,Business,2024-06-12,2029-10-15,Active,0,
CD0003617,C003617,AC0003617,1,Credit,Mastercard,Gold,2018-01-26,2029-10-14,Active,0,
CD0003618,C003618,AC0003618,1,Debit,Visa,Standard,2025-06-28,2027-06-11,Active,0,
CD0003619,C003619,AC0003619,5,Credit,Visa,Gold,2018-02-21,2030-03-25,Active,0,
CD0003620,C003620,AC0003620,5,Debit,Mastercard,Business,2018-06-09,2029-01-12,Active,0,
CD0003621,C003621,AC0003621,9,Debit,Mastercard,Business,2023-10-15,2029-10-12,Active,0,
CD0003622,C003622,AC0003622,6,Credit,Mastercard,Business,2024-08-21,2027-06-10,Active,0,
CD0003623,C003623,AC0003623,8,Debit,Visa,Business,2025-05-04,2026-11-13,Active,0,
CD0003624,C003624,AC0003624,6,Credit,Visa,Business,2024-04-09,2028-05-20,Active,0,
CD0003625,C003625,AC0003625,4,Credit,Mastercard,Standard,2021-10-07,2030-11-10,Active,0,
CD0003626,C003626,AC0003626,7,Credit,Visa,Business,2022-10-15,2030-01-10,Active,0,
CD0003627,C003627,AC0003627,7,Credit,Visa,Standard,2022-04-20,2026-10-28,Blocked,1,Lost/Stolen
CD0003628,C003628,AC0003628,8,Debit,Visa,Platinum,2018-03-10,2026-12-03,Blocked,1,Security Block
CD0003629,C003629,AC0003629,2,Credit,Mastercard,Business,2021-07-19,2027-12-21,Active,0,
CD0003630,C003630,AC0003630,7,Debit,Mastercard,Platinum,2023-02-22,2027-05-25,Active,0,
CD0003631,C003631,AC0003631,3,Debit,Visa,Standard,2022-01-07,2027-02-07,Active,0,
CD0003632,C003632,AC0003632,8,Credit,Mastercard,Business,2018-04-15,2026-08-19,Active,0,
CD0003633,C003633,AC0003633,8,Debit,Visa,Standard,2023-06-26,2029-06-09,Active,0,
CD0003634,C003634,AC0003634,7,Debit,Mastercard,Gold,2025-11-25,2027-06-07,Active,0,
CD0003635,C003635,AC0003635,10,Debit,Mastercard,Gold,2018-01-03,2030-11-23,Active,0,
CD0003636,C003636,AC0003636,6,Debit,Mastercard,Platinum,2018-10-24,2029-06-29,Blocked,1,Security Block
CD0003637,C003637,AC0003637,1,Debit,Mastercard,Standard,2025-03-17,2027-09-16,Active,0,
CD0003638,C003638,AC0003638,7,Debit,Visa,Platinum,2025-12-30,2028-07-29,Active,0,
CD0003639,C003639,AC0003639,8,Debit,Mastercard,Standard,2018-10-15,2029-11-01,Blocked,1,Fraud Suspected
CD0003640,C003640,AC0003640,2,Credit,Visa,Business,2019-11-20,2030-10-12,Blocked,1,Lost/Stolen
CD0003641,C003641,AC0003641,2,Credit,Visa,Business,2019-05-24,2030-07-11,Active,0,
CD0003642,C003642,AC0003642,3,Debit,Visa,Platinum,2020-06-26,2030-12-22,Active,0,
CD0003643,C003643,AC0003643,9,Credit,Amex,Platinum,2021-08-21,2029-02-17,Active,0,
CD0003644,C003644,AC0003644,6,Debit,Visa,Standard,2020-08-24,2030-12-29,Active,0,
CD0003645,C003645,AC0003645,10,Debit,Visa,Business,2024-09-05,2028-03-17,Blocked,1,Excessive Attempts
CD0003646,C003646,AC0003646,9,Credit,Mastercard,Standard,2022-05-14,2028-10-23,Active,0,
CD0003647,C003647,AC0003647,6,Debit,Mastercard,Platinum,2019-08-28,2027-12-16,Active,0,
CD0003648,C003648,AC0003648,7,Credit,Visa,Business,2024-06-01,2030-05-12,Blocked,1,Security Block
CD0003649,C003649,AC0003649,4,Debit,Visa,Gold,2019-06-01,2030-05-16,Active,0,
CD0003650,C003650,AC0003650,1,Debit,Mastercard,Platinum,2024-08-31,2029-09-03,Active,0,
CD0003651,C003651,AC0003651,4,Debit,Mastercard,Standard,2023-09-14,2028-08-04,Active,0,
CD0003652,C003652,AC0003652,6,Debit,Amex,Gold,2024-10-23,2029-05-14,Active,0,
CD0003653,C003653,AC0003653,2,Debit,Visa,Platinum,2021-11-04,2026-06-30,Active,0,
CD0003654,C003654,AC0003654,3,Debit,Mastercard,Platinum,2023-12-28,2029-02-22,Active,0,
CD0003655,C003655,AC0003655,1,Credit,Visa,Business,2018-07-30,2026-11-26,Active,0,
